dimension,category,document_id,issuer,fiscal_year,split,source_artifact,source_row_identifier
report_era,post_2015,INE002B01016_2017,MADALA HOLDINGS LIMITED,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002B01016_2017
report_era,post_2015,INE002B01016_2018,MADALA HOLDINGS LIMITED,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002B01016_2018
report_era,post_2015,INE002B01016_2024,MADALA HOLDINGS LIMITED,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002B01016_2024
report_era,post_2015,INE002B01016_2025,MADALA HOLDINGS LIMITED,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002B01016_2025
report_era,post_2015,INE002E01010_2017,Sar  Auto Products Limited,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002E01010_2017
report_era,post_2015,INE002E01010_2018,Sar  Auto Products Limited,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002E01010_2018
report_era,post_2015,INE002E01010_2024,Sar  Auto Products Limited,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002E01010_2024
report_era,post_2015,INE002E01010_2025,Sar  Auto Products Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002E01010_2025
report_era,post_2015,INE002L01015_2017,SJVN Limited,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002L01015_2017
report_era,post_2015,INE002L01015_2018,SJVN Limited,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002L01015_2018
report_era,post_2015,INE002L01015_2024,SJVN Limited,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002L01015_2024
report_era,post_2015,INE002L01015_2025,SJVN Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002L01015_2025
report_era,post_2015,INE002S01010_2017,Mahanagar Gas Limited,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002S01010_2017
report_era,post_2015,INE002S01010_2018,Mahanagar Gas Limited,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002S01010_2018
report_era,post_2015,INE002S01010_2024,Mahanagar Gas Limited,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002S01010_2024
report_era,post_2015,INE002S01010_2025,Mahanagar Gas Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002S01010_2025
report_era,post_2015,INE003B01014_2017,Inter State Oil Carrier Ltd,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003B01014_2017
report_era,post_2015,INE003B01014_2018,Inter State Oil Carrier Ltd,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003B01014_2018
report_era,post_2015,INE003B01014_2024,Inter State Oil Carrier Ltd,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003B01014_2024
report_era,post_2015,INE003B01014_2025,Inter State Oil Carrier Ltd,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003B01014_2025
report_era,post_2015,INE003F01015_2017,Muller & Phipps (India) Ltd.,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003F01015_2017
report_era,post_2015,INE003F01015_2018,Muller & Phipps (India) Ltd.,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003F01015_2018
report_era,post_2015,INE003F01015_2024,Muller & Phipps (India) Ltd.,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003F01015_2024
report_era,post_2015,INE003F01015_2025,Muller & Phipps (India) Ltd.,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003F01015_2025
report_era,post_2015,INE004C01028_2017,Gujarat Cotex Ltd,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004C01028_2017
report_era,post_2015,INE004C01028_2018,Gujarat Cotex Ltd,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004C01028_2018
report_era,post_2015,INE004C01028_2024,Gujarat Cotex Ltd,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004C01028_2024
report_era,post_2015,INE004C01028_2025,Gujarat Cotex Ltd,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004C01028_2025
report_era,post_2015,INE004E01016_2017,Span Divergent Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004E01016_2017
report_era,post_2015,INE004E01016_2018,Span Divergent Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004E01016_2018
report_era,post_2015,INE004E01016_2024,Span Divergent Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004E01016_2024
report_era,post_2015,INE004E01016_2025,Span Divergent Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004E01016_2025
report_era,post_2015,INE004Z01011_2024,Mac Hotels Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004Z01011_2024
report_era,post_2015,INE004Z01011_2025,Mac Hotels Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004Z01011_2025
report_era,post_2015,INE005E01013_2017,Ekansh Concepts Limited,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2017
report_era,post_2015,INE005E01013_2018,Ekansh Concepts Limited,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2018
report_era,post_2015,INE005E01013_2024,Ekansh Concepts Limited,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2024
report_era,post_2015,INE005E01013_2025,Ekansh Concepts Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2025
report_era,post_2015,INE006C01015_2017,K.Z.Leasing & Finance Ltd.,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006C01015_2017
report_era,post_2015,INE006C01015_2018,K.Z.Leasing & Finance Ltd.,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006C01015_2018
report_era,post_2015,INE006C01015_2024,K.Z.Leasing & Finance Ltd.,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006C01015_2024
report_era,post_2015,INE006C01015_2025,K.Z.Leasing & Finance Ltd.,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006C01015_2025
report_era,post_2015,INE006I01046_2017,Astral Limited,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006I01046_2017
report_era,post_2015,INE006I01046_2018,Astral Limited,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006I01046_2018
report_era,post_2015,INE006I01046_2024,Astral Limited,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006I01046_2024
report_era,post_2015,INE006I01046_2025,Astral Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006I01046_2025
report_era,post_2015,INE007A01025_2017,Crisil Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE007A01025_2017
report_era,post_2015,INE007A01025_2018,Crisil Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE007A01025_2018
report_era,post_2015,INE007A01025_2024,Crisil Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE007A01025_2024
report_era,post_2015,INE007A01025_2025,Crisil Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE007A01025_2025
report_era,post_2015,INE008A01015_2017,IDBI Bank Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE008A01015_2017
report_era,post_2015,INE008A01015_2018,IDBI Bank Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE008A01015_2018
report_era,post_2015,INE008A01015_2024,IDBI Bank Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE008A01015_2024
report_era,post_2015,INE008A01015_2025,IDBI Bank Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE008A01015_2025
report_era,post_2015,INE009A01021_2017,Infosys Limited,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE009A01021_2017
report_era,post_2015,INE009A01021_2018,Infosys Limited,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE009A01021_2018
report_era,post_2015,INE009A01021_2024,Infosys Limited,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE009A01021_2024
report_era,post_2015,INE009A01021_2025,Infosys Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE009A01021_2025
report_era,post_2015,INE00E101023_2024,Bikaji Foods International Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00E101023_2024
report_era,post_2015,INE00E101023_2025,Bikaji Foods International Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00E101023_2025
report_era,post_2015,INE00FF01025_2015,Acutaas Chemicals Limited,2015,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00FF01025_2015
report_era,post_2015,INE00FF01025_2024,Acutaas Chemicals Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00FF01025_2024
report_era,post_2015,INE00FF01025_2025,Acutaas Chemicals Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00FF01025_2025
report_era,post_2015,INE00LO01017_2015,Craftsman Automation Limited,2015,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00LO01017_2015
report_era,post_2015,INE00LO01017_2024,Craftsman Automation Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00LO01017_2024
report_era,post_2015,INE00LO01017_2025,Craftsman Automation Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00LO01017_2025
report_era,post_2015,INE00WC01027_2024,Affle 3i Limited,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00WC01027_2024
report_era,post_2015,INE00WC01027_2025,Affle 3i Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE00WC01027_2025
report_era,post_2015,INE040A01034_2017,HDFC Bank Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE040A01034_2017
report_era,post_2015,INE040A01034_2018,HDFC Bank Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE040A01034_2018
report_era,post_2015,INE040A01034_2024,HDFC Bank Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE040A01034_2024
report_era,post_2015,INE040A01034_2025,HDFC Bank Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE040A01034_2025
report_era,post_2015,INE044A01036_2017,Sun Pharmaceutical Industries Limited,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE044A01036_2017
report_era,post_2015,INE044A01036_2018,Sun Pharmaceutical Industries Limited,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE044A01036_2018
report_era,post_2015,INE044A01036_2024,Sun Pharmaceutical Industries Limited,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE044A01036_2024
report_era,post_2015,INE044A01036_2025,Sun Pharmaceutical Industries Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE044A01036_2025
report_era,post_2015,INE081A01020_2017,Tata Steel Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE081A01020_2017
report_era,post_2015,INE081A01020_2018,Tata Steel Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE081A01020_2018
report_era,post_2015,INE081A01020_2024,Tata Steel Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE081A01020_2024
report_era,post_2015,INE081A01020_2025,Tata Steel Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE081A01020_2025
report_era,post_2015,INE119A01028_2017,Balrampur Chini Mills Limited,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE119A01028_2017
report_era,post_2015,INE119A01028_2018,Balrampur Chini Mills Limited,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE119A01028_2018
report_era,post_2015,INE119A01028_2024,Balrampur Chini Mills Limited,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE119A01028_2024
report_era,post_2015,INE119A01028_2025,Balrampur Chini Mills Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE119A01028_2025
report_era,post_2015,INE151A01013_2017,Tata Communications Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE151A01013_2017
report_era,post_2015,INE151A01013_2018,Tata Communications Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE151A01013_2018
report_era,post_2015,INE151A01013_2024,Tata Communications Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE151A01013_2024
report_era,post_2015,INE151A01013_2025,Tata Communications Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE151A01013_2025
report_era,post_2015,INE154A01025_2017,ITC Limited,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE154A01025_2017
report_era,post_2015,INE154A01025_2018,ITC Limited,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE154A01025_2018
report_era,post_2015,INE154A01025_2024,ITC Limited,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE154A01025_2024
report_era,post_2015,INE154A01025_2025,ITC Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE154A01025_2025
report_era,post_2015,INE171A01029_2017,The Federal Bank  Limited,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE171A01029_2017
report_era,post_2015,INE171A01029_2018,The Federal Bank  Limited,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE171A01029_2018
report_era,post_2015,INE171A01029_2024,The Federal Bank  Limited,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE171A01029_2024
report_era,post_2015,INE171A01029_2025,The Federal Bank  Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE171A01029_2025
report_era,post_2015,INE191H01014_2017,PVR INOX Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE191H01014_2017
report_era,post_2015,INE191H01014_2018,PVR INOX Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE191H01014_2018
report_era,post_2015,INE191H01014_2024,PVR INOX Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE191H01014_2024
report_era,post_2015,INE191H01014_2025,PVR INOX Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE191H01014_2025
report_era,post_2015,INE192B01031_2017,Welspun Living Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE192B01031_2017
report_era,post_2015,INE192B01031_2018,Welspun Living Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE192B01031_2018
report_era,post_2015,INE192B01031_2024,Welspun Living Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE192B01031_2024
report_era,post_2015,INE192B01031_2025,Welspun Living Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE192B01031_2025
report_era,post_2015,INE226A01021_2017,Voltas Limited,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE226A01021_2017
report_era,post_2015,INE226A01021_2018,Voltas Limited,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE226A01021_2018
report_era,post_2015,INE226A01021_2024,Voltas Limited,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE226A01021_2024
report_era,post_2015,INE226A01021_2025,Voltas Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE226A01021_2025
report_era,post_2015,INE482A01020_2017,CEAT Limited,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE482A01020_2017
report_era,post_2015,INE482A01020_2018,CEAT Limited,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE482A01020_2018
report_era,post_2015,INE482A01020_2024,CEAT Limited,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE482A01020_2024
report_era,post_2015,INE482A01020_2025,CEAT Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE482A01020_2025
report_era,post_2015,INE761H01022_2017,Page Industries Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE761H01022_2017
report_era,post_2015,INE761H01022_2018,Page Industries Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE761H01022_2018
report_era,post_2015,INE761H01022_2024,Page Industries Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE761H01022_2024
report_era,post_2015,INE761H01022_2025,Page Industries Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE761H01022_2025
report_era,post_2015,INE797F01020_2017,Jubilant Foodworks Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE797F01020_2017
report_era,post_2015,INE797F01020_2018,Jubilant Foodworks Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE797F01020_2018
report_era,post_2015,INE797F01020_2024,Jubilant Foodworks Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE797F01020_2024
report_era,post_2015,INE797F01020_2025,Jubilant Foodworks Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE797F01020_2025
ocr_layer_presence,has_ocr_layer_pages,INE001B01026_2012,KRBL Limited,2012,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE001B01026_2012
ocr_layer_presence,has_ocr_layer_pages,INE001B01026_2017,KRBL Limited,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE001B01026_2017
ocr_layer_presence,has_ocr_layer_pages,INE001B01026_2018,KRBL Limited,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE001B01026_2018
ocr_layer_presence,has_ocr_layer_pages,INE001B01026_2024,KRBL Limited,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE001B01026_2024
ocr_layer_presence,has_ocr_layer_pages,INE001B01026_2025,KRBL Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE001B01026_2025
ocr_layer_presence,has_ocr_layer_pages,INE001O01029_2024,Risa International Limited,2024,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE001O01029_2024
ocr_layer_presence,has_ocr_layer_pages,INE001O01029_2025,Risa International Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE001O01029_2025
ocr_layer_presence,has_ocr_layer_pages,INE002A01018_2012,Reliance Industries Limited,2012,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002A01018_2012
ocr_layer_presence,has_ocr_layer_pages,INE002A01018_2013,Reliance Industries Limited,2013,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002A01018_2013
ocr_layer_presence,has_ocr_layer_pages,INE002A01018_2017,Reliance Industries Limited,2017,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002A01018_2017
ocr_layer_presence,has_ocr_layer_pages,INE002A01018_2018,Reliance Industries Limited,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002A01018_2018
ocr_layer_presence,has_ocr_layer_pages,INE002B01016_2012,MADALA HOLDINGS LIMITED,2012,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002B01016_2012
ocr_layer_presence,has_ocr_layer_pages,INE002B01016_2013,MADALA HOLDINGS LIMITED,2013,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002B01016_2013
ocr_layer_presence,has_ocr_layer_pages,INE002B01016_2017,MADALA HOLDINGS LIMITED,2017,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002B01016_2017
ocr_layer_presence,has_ocr_layer_pages,INE002B01016_2025,MADALA HOLDINGS LIMITED,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002B01016_2025
ocr_layer_presence,has_ocr_layer_pages,INE002E01010_2018,Sar  Auto Products Limited,2018,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002E01010_2018
ocr_layer_presence,has_ocr_layer_pages,INE002L01015_2025,SJVN Limited,2025,HOLDOUT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002L01015_2025
ocr_layer_presence,has_ocr_layer_pages,INE002S01010_2017,Mahanagar Gas Limited,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002S01010_2017
ocr_layer_presence,has_ocr_layer_pages,INE002S01010_2018,Mahanagar Gas Limited,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002S01010_2018
ocr_layer_presence,has_ocr_layer_pages,INE002S01010_2025,Mahanagar Gas Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE002S01010_2025
ocr_layer_presence,has_ocr_layer_pages,INE003B01014_2018,Inter State Oil Carrier Ltd,2018,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE003B01014_2018
ocr_layer_presence,has_ocr_layer_pages,INE004C01028_2025,Gujarat Cotex Ltd,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004C01028_2025
ocr_layer_presence,has_ocr_layer_pages,INE004E01016_2024,Span Divergent Limited,2024,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004E01016_2024
ocr_layer_presence,has_ocr_layer_pages,INE004E01016_2025,Span Divergent Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004E01016_2025
ocr_layer_presence,has_ocr_layer_pages,INE004Z01011_2025,Mac Hotels Limited,2025,FIT,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE004Z01011_2025
ocr_layer_presence,has_ocr_layer_pages,INE005E01013_2012,Ekansh Concepts Limited,2012,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2012
ocr_layer_presence,has_ocr_layer_pages,INE005E01013_2013,Ekansh Concepts Limited,2013,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2013
ocr_layer_presence,has_ocr_layer_pages,INE005E01013_2017,Ekansh Concepts Limited,2017,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2017
ocr_layer_presence,has_ocr_layer_pages,INE005E01013_2018,Ekansh Concepts Limited,2018,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2018
ocr_layer_presence,has_ocr_layer_pages,INE005E01013_2024,Ekansh Concepts Limited,2024,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2024
ocr_layer_presence,has_ocr_layer_pages,INE005E01013_2025,Ekansh Concepts Limited,2025,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE005E01013_2025
ocr_layer_presence,has_ocr_layer_pages,INE006C01015_2012,K.Z.Leasing & Finance Ltd.,2012,VALIDATION,dataset/corpus_gap_audit/reconciled/gap_audit_document_reconciled.csv,document_id=INE006C01015_2012
