document_id,page_index,furniture_type,text_snippet,vertical_coord,detector_status,verification_status
INE004Z01011_2024,10,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,11,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,12,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,13,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,14,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,15,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,16,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,17,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,18,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,19,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,20,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,21,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,22,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,23,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,24,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,25,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,26,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,27,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,28,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,29,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,30,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,31,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,32,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,33,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,34,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,35,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,36,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,37,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,38,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,39,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,40,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,41,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,42,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,43,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,44,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,45,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,46,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,47,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,48,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,49,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,50,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,51,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,52,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,53,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,54,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,55,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,56,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,57,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,58,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,59,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,60,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,61,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,62,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,63,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,64,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,65,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,66,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,67,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,68,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,69,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,70,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,71,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,72,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,73,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,74,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,75,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,76,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,77,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,78,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,79,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,80,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,81,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,82,running_header,Mac Hotels Limited Annual Report 2023-2024,44.51,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,2,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,3,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,4,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,5,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,6,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,7,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,8,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,9,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,10,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,11,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,12,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,13,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,14,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,15,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,16,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,17,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,18,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,19,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,20,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,21,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,22,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,23,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,24,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,25,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,26,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,27,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,28,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,29,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,30,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,31,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,32,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,33,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,34,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,35,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,36,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,37,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,38,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,39,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,40,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,41,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,42,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,43,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,44,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,45,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,46,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,47,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,48,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,49,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,50,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,51,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,52,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,53,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,54,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,55,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,56,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,57,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,58,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,59,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,60,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,61,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,62,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,63,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,64,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,65,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,66,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,67,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,68,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,69,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,70,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,71,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,72,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,73,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,74,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,75,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,76,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,77,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,78,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,79,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,80,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,81,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,82,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,83,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,84,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,85,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,86,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,87,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,88,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,89,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,90,running_header,Mac Hotels Limited Annual Report 2024-2025,44.63,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,0,running_footer,20TH ANNUAL REPORT 2011-12,740.17,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,4,running_footer,"20TH ANNUAL REPORT 2011-12
2",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,5,running_footer,"20TH ANNUAL REPORT 2011-12
3",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,6,running_footer,"20TH ANNUAL REPORT 2011-12
4",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,7,running_footer,"20TH ANNUAL REPORT 2011-12
5",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,8,running_footer,"20TH ANNUAL REPORT 2011-12
6",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,9,running_footer,"20TH ANNUAL REPORT 2011-12
7",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,10,running_footer,"20TH ANNUAL REPORT 2011-12
8",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,11,running_footer,"20TH ANNUAL REPORT 2011-12
9",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,12,running_footer,"20TH ANNUAL REPORT 2011-12
10",748.49,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,13,running_footer,"20TH ANNUAL REPORT 2011-12
11",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,14,running_footer,"20TH ANNUAL REPORT 2011-12
12",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,15,running_footer,"20TH ANNUAL REPORT 2011-12
13",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,16,running_footer,"20TH ANNUAL REPORT 2011-12
14",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,17,running_footer,"20TH ANNUAL REPORT 2011-12
15",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,18,running_footer,"20TH ANNUAL REPORT 2011-12
16",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,19,running_footer,"20TH ANNUAL REPORT 2011-12
17",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,20,running_footer,"20TH ANNUAL REPORT 2011-12
18",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,21,running_footer,"20TH ANNUAL REPORT 2011-12
19",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,22,running_footer,"20TH ANNUAL REPORT 2011-12
20",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,23,running_footer,"20TH ANNUAL REPORT 2011-12
21",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,24,running_footer,"20TH ANNUAL REPORT 2011-12
22",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,25,running_footer,"20TH ANNUAL REPORT 2011-12
23",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,26,running_footer,"20TH ANNUAL REPORT 2011-12
24",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,27,running_footer,"20TH ANNUAL REPORT 2011-12
25",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,28,running_footer,"20TH ANNUAL REPORT 2011-12
26",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,29,running_footer,"20TH ANNUAL REPORT 2011-12
27",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,30,running_footer,"20TH ANNUAL REPORT 2011-12
28",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,31,running_footer,"20TH ANNUAL REPORT 2011-12
29",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,32,running_footer,"20TH ANNUAL REPORT 2011-12
30",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,33,running_footer,"20TH ANNUAL REPORT 2011-12
31",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,34,running_footer,"20TH ANNUAL REPORT 2011-12
32",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,35,running_footer,"20TH ANNUAL REPORT 2011-12
33",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,36,running_footer,"20TH ANNUAL REPORT 2011-12
34",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,37,running_footer,20TH ANNUAL REPORT 2011-12,741.45,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,38,running_footer,"20TH ANNUAL REPORT 2011-12
36",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,39,running_footer,"20TH ANNUAL REPORT 2011-12
37",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,40,running_footer,"20TH ANNUAL REPORT 2011-12
38",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,41,running_footer,"20TH ANNUAL REPORT 2011-12
39",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,42,running_footer,"20TH ANNUAL REPORT 2011-12
40",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,43,running_footer,"20TH ANNUAL REPORT 2011-12
41",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,44,running_footer,"20TH ANNUAL REPORT 2011-12
42",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,45,running_footer,"20TH ANNUAL REPORT 2011-12
43",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,46,running_footer,"20TH ANNUAL REPORT 2011-12
44",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,49,running_footer,"20TH ANNUAL REPORT 2011-12
47",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,50,running_footer,"20TH ANNUAL REPORT 2011-12
48",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,51,running_footer,"20TH ANNUAL REPORT 2011-12
49",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,52,running_footer,"20TH ANNUAL REPORT 2011-12
50",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,53,running_footer,"20TH ANNUAL REPORT 2011-12
51",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,54,running_footer,"20TH ANNUAL REPORT 2011-12
52",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,55,running_footer,"20TH ANNUAL REPORT 2011-12
53",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,56,running_footer,"20TH ANNUAL REPORT 2011-12
54",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,57,running_footer,"20TH ANNUAL REPORT 2011-12
55",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,58,running_footer,"20TH ANNUAL REPORT 2011-12
56",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,59,running_footer,"20TH ANNUAL REPORT 2011-12
57",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,60,running_footer,"20TH ANNUAL REPORT 2011-12
58",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,61,running_footer,"20TH ANNUAL REPORT 2011-12
59",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,62,running_footer,"20TH ANNUAL REPORT 2011-12
60",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,63,running_footer,"20TH ANNUAL REPORT 2011-12
61",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,64,running_footer,"20TH ANNUAL REPORT 2011-12
62",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,65,running_footer,"20TH ANNUAL REPORT 2011-12
63",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,66,running_footer,"20TH ANNUAL REPORT 2011-12
64",748.72,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,67,running_footer,"20TH ANNUAL REPORT 2011-12
65",748.72,CANDIDATE,NOT_REVIEWED
