company_id,canonical_name,isin,cin,nse_symbol,bse_scrip,aliases,sector,cap_band,status,alternate_isins,series_type,exchange
INE0M8901010,CONTAINE TECHNOLOGIES LIMITED,INE0M8901010,,,543606,CONTAIN-RE|CONTAINE|CONTAINE TECHNOLOGIES Ltd|Containe Technologies Ltd,,,active,INE0M8920010,ordinary,bse
INE0M8R01011,KOURA FINE DIAMOND JEWELRY LIMITED,INE0M8R01011,,,544139,KOURA|Koura Fine Diamond Jewelry Ltd,,,active,,ordinary,bse
INE0M9Q01011,DHARNI CAPITAL SERVICES LIMITED,INE0M9Q01011,,,543753,DHARNI|Dharni Capital Services Ltd,,,active,,ordinary,bse
INE0MB501011,J.G.Chemicals Limited,INE0MB501011,,JGCHEM,544138,J.G.Chemicals Ltd|JGCHEM,,,active,,ordinary,both
INE0MC401013,DIPNA PHARMACHEM LIMITED,INE0MC401013,,,543594,DPL|Dipna Pharmachem Ltd,,,active,,ordinary,bse
INE0MEG01014,Viviana Power Tech Limited,INE0MEG01014,,VIVIANA,,,,,active,,ordinary,nse
INE0MFT01014,Rex Sealing and Packing Industries Limited,INE0MFT01014,,,543744,REXSEAL|Rex Sealing and Packing Industries Ltd,,,active,,ordinary,bse
INE0MGM01017,Annapurna Swadisht Limited,INE0MGM01017,,ANNAPURNA,,,,,active,,ordinary,nse
INE0MGS01014,Sayaji Hotels (Indore) Limited,INE0MGS01014,,,544080,SHILINDORE|Sayaji Hotels (Indore) Ltd,,,active,,ordinary,bse
INE0MHO01029,Regaal Resources Limited,INE0MHO01029,,REGAAL,544485,REGAAL|REGAAL RESOURCES LIMITED|Regaal Resources Ltd,,,active,,ordinary,both
INE0MID01012,SVS VENTURES LIMITED,INE0MID01012,,,543745,SVS|SVS Ventures Ltd,,,active,,ordinary,bse
INE0MIO01019,ORGANIC RECYCLING SYSTEMS LIMITED,INE0MIO01019,,,543997,ORGANICREC|Organic Recycling Systems Ltd,,,active,,ordinary,bse
INE0MIS01010,Pyramid Technoplast Limited,INE0MIS01010,,PYRAMID,543969,PYRAMID|Pyramid Technoplast Ltd,,,active,,ordinary,both
INE0MKA01014,Trident Lifeline Limited,INE0MKA01014,,,543616,TLL|Trident Lifeline Ltd,,,active,,ordinary,bse
INE0MKO01015,REETECH INTERNATIONAL LIMITED,INE0MKO01015,,,543617,REETECH|Reetech International Ltd,,,active,,ordinary,bse
INE0MLS01022,EPack Prefab Technologies Limited,INE0MLS01022,,EPACKPEB,544540,EPACKPEB|Epack Prefab Technologies Limited|Epack Prefab Technologies Ltd,,,active,,ordinary,both
INE0MNP01016,VVIP Infratech Limited,INE0MNP01016,,,544219,VVIP Infratech Ltd|VVIPIL,,,active,,ordinary,bse
INE0MNV01014,SILICON RENTAL SOLUTIONS LIMITED,INE0MNV01014,,,543615,SRSOLTD|Silicon Rental Solutions Ltd,,,active,,ordinary,bse
INE0MPU01011,TRANSVOY LOGISTICS INDIA LIMITED,INE0MPU01011,,,543754,TRANSVOY|Transvoy Logistics India Ltd,,,active,,ordinary,bse
INE0MQD01015,Droneacharya Aerial Innovations Limited,INE0MQD01015,,,543713,DRONACHRYA|Droneacharya Aerial Innovations Ltd,,,active,,ordinary,bse
INE0MSK01016,STEELMAN TELECOM LIMITED,INE0MSK01016,,,543622,STML|Steelman Telecom Ltd,,,active,,ordinary,bse
INE0MSS01019,Jay Kailash Namkeen Limited,INE0MSS01019,,,544160,JAYKAILASH|Jay Kailash Namkeen Ltd,,,active,,ordinary,bse
INE0MV001018,Manoj Jewellers Limited,INE0MV001018,,,544400,MANOJ-RE|MANOJJEWEL|Manoj Jewellers Ltd,,,active,INE0MV020018,ordinary,bse
INE0MWH01014,TruAlt Bioenergy Limited,INE0MWH01014,,TRUALT,544545,TRUALT|TRUALT BIOENERGY LIMITED|Trualt Bioenergy Ltd,,,active,,ordinary,both
INE0MXP01015,Technopack Polymers Limited,INE0MXP01015,,,543656,TECHNOPACK|Technopack Polymers Ltd,,,active,,ordinary,bse
INE0N0J01014,Concord Control Systems Limited,INE0N0J01014,,,543619,CNCRD|Concord Control Systems Ltd,,,active,,ordinary,bse
INE0N0Y01013,Udayshivakumar Infra Limited,INE0N0Y01013,,USK,543861,USK|Udayshivakumar Infra Ltd|Udayshivakumar infra Limited,,,active,,ordinary,both
INE0N1L01018,PACE E-COMMERCE VENTURES LIMITED,INE0N1L01018,,,543637,PACE|Pace E-Commerce Ventures Ltd,,,active,,ordinary,bse
INE0N2P01017,Rishabh Instruments Limited,INE0N2P01017,,RISHABH,543977,RISHABH|Rishabh Instruments Ltd,,,active,,ordinary,both
INE0N4701016,Naturewings Holidays Limited,INE0N4701016,,,544245,NHL|Naturewings Holidays Ltd,,,active,,ordinary,bse
INE0N5O01013,Sonalis Consumer Products Limited,INE0N5O01013,,,543924,SONALIS|Sonalis Consumer Products Ltd,,,active,,ordinary,bse
INE0N6U01018,Kalyani Cast-Tech Limited,INE0N6U01018,,,544023,KALYANI|Kalyani Cast-Tech Ltd,,,active,,ordinary,bse
INE0N6V01016,AMBO AGRITEC LIMITED,INE0N6V01016,,,543678,AMBOAGRI|Ambo Agritec Ltd,,,active,,ordinary,bse
INE0N7W01012,BEML Land Assets Limited,INE0N7W01012,,BLAL,543898,BEML Land Assets Ltd|BLAL,,,active,,ordinary,both
INE0NAZ01010,Smartworks Coworking Spaces Limited,INE0NAZ01010,,SMARTWORKS,544447,SMARTWORKS|SMARTWORKS COWORKING SPACES LIMITED|Smartworks Coworking Spaces Ltd,,,active,,ordinary,both
INE0NC801013,VEDANT ASSET LIMITED,INE0NC801013,,,543623,VEDANTASSET|Vedant Asset Ltd,,,active,,ordinary,bse
INE0NEV01011,AHASOLAR TECHNOLOGIES LIMITED,INE0NEV01011,,,543941,AHASOLAR|Ahasolar Technologies Ltd,,,active,,ordinary,bse
INE0NG701011,Xtranet Technologies Limited,INE0NG701011,,XTRANET,544838,XTRANET|XTRANET TECHNOLOGIES LIMITED|Xtranet Technologies Ltd,,,active,,ordinary,both
INE0NIJ01025,Dev Labtech Venture Limited,INE0NIJ01025,,,543848,DEVLAB|Dev Labtech Venture Ltd,,,active,,ordinary,bse
INE0NJ001013,CFF FLUID CONTROL LIMITED,INE0NJ001013,,,543920,CFF|CFF Fluid Control Ltd,,,active,,ordinary,bse
INE0NLJ01011,LABELKRAFT TECHNOLOGIES LIMITED,INE0NLJ01011,,,543830,LABELKRAFT|Labelkraft Technologies Ltd,,,active,,ordinary,bse
INE0NLT01010,BLS E-Services Limited,INE0NLT01010,,BLSE,544107,BLS E-Services Ltd|BLSE,,,active,,ordinary,both
INE0NN701020,Allcargo Terminals Limited,INE0NN701020,,ATL,543954,ATL|ATLPP|Allcargo Terminals Ltd,,,active,IN90NN701011,ordinary,both
INE0NNS01018,NMDC Steel Limited,INE0NNS01018,,NSLNISP,543768,NMDC Steel Ltd|NSLNISP,,,active,,ordinary,both
INE0NPA01011,Patron Exim Limited,INE0NPA01011,,,543798,PATRON|Patron Exim Ltd,,,active,,ordinary,bse
INE0NQ401024,Avax Apparels and Ornaments Limited,INE0NQ401024,,,544337,AVAX|Avax Apparels and Ornaments Ltd,,,active,,ordinary,bse
INE0NQ801033,R K Swamy Limited,INE0NQ801033,,RKSWAMY,544136,R K Swamy Ltd|RKSWAMY,,,active,,ordinary,both
INE0NR501012,VIKRAM AROMA LIMITED,INE0NR501012,,,544371,VIKRAMAR|Vikram Aroma Ltd,,,active,,ordinary,bse
INE0NT601018,PNGS GARGI FASHION JEWELLERY LIMITED,INE0NT601018,,,543709,GARGI|PNGS Gargi Fashion Jewellery Ltd,,,active,,ordinary,bse
INE0NT901020,Netweb Technologies India Limited,INE0NT901020,,NETWEB,543945,NETWEB|NETWEB TECHNOLOGIES INDIA LIMITED|Netweb Technologies India Ltd,,,active,,ordinary,both
INE0NTC01019,Retina Paints Limited,INE0NTC01019,,,543902,RETINA|Retina Paints Ltd,,,active,,ordinary,bse
INE0NXA01015,Comrade Appliances Limited,INE0NXA01015,,,543921,COMRADE|Comrade Appliances Ltd,,,active,,ordinary,bse
INE0NYN01016,RESGEN LIMITED,INE0NYN01016,,,543805,RESGEN|Resgen Ltd,,,active,,ordinary,bse
INE0NZF01019,ALPHALOGIC INDUSTRIES LIMITED,INE0NZF01019,,,543937,ALPHAIND|Alphalogic Industries Ltd,,,active,,ordinary,bse
INE0O1T01010,Maiden Forgings Limited,INE0O1T01010,,,543874,MAIDEN|Maiden Forgings Ltd,,,active,,ordinary,bse
INE0O3901029,Transindia Real Estate Limited,INE0O3901029,,TREL,543955,TREL|Transindia Real Estate Ltd,,,active,,ordinary,both
INE0O4601016,Sealmatic India Limited,INE0O4601016,,,543782,SEALMATIC|Sealmatic India Ltd,,,active,,ordinary,bse
INE0O4V01010,Earthstahl & Alloys Limited,INE0O4V01010,,,543765,EARTH|Earthstahl & Alloys Ltd,,,active,,ordinary,bse
INE0O6601022,Kross Limited,INE0O6601022,,KROSS,544253,KROSS|Kross Ltd,,,active,,ordinary,both
INE0O6A01019,ITCONS E-Solutions Limited,INE0O6A01019,,,543806,ITCONS|ITCONS E-Solutions Ltd,,,active,,ordinary,bse
INE0O8901016,Exhicon Events Media Solutions Limited,INE0O8901016,,,543895,EXHICON|Exhicon Events Media Solutions Ltd,,,active,,ordinary,bse
INE0O9L01010,Shipwaves Online Limited,INE0O9L01010,,,544646,SHIPWAVES|Shipwaves Online Ltd,,,active,,ordinary,bse
INE0O9T01021,Indef Manufacturing Limited,INE0O9T01021,,BAJAJINDEF,544364,BAJAJINDEF|Indef Manufacturing Ltd,,,active,,ordinary,both
INE0OAF01028,JNK India Limited,INE0OAF01028,,JNKINDIA,544167,JNK India Ltd|JNKINDIA,,,active,,ordinary,both
INE0OC301013,Turtlemint Fintech Solutions Limited,INE0OC301013,,TURTLEMINT,544799,TURTLEMINT|Turtlemint Fintech Solutions Ltd,,,active,,ordinary,both
INE0OFM01015,DCM Shriram Fine Chemicals Limited,INE0OFM01015,,DSFCL,544703,DCM SHRIRAM FINE CHEMICALS LIMITED|DCM Shriram Fine Chemicals Ltd|DSFCL,,,active,,ordinary,both
INE0OH401016,KK Shah Hospitals Limited,INE0OH401016,,,544013,KK Shah Hospitals Ltd|KKSHL,,,active,,ordinary,bse
INE0OJ401014,Bizotic Commercial Limited,INE0OJ401014,,,543926,BIZOTIC|Bizotic Commercial Ltd,,,active,,ordinary,bse
INE0OJW01016,Rossell Techsys Limited,INE0OJW01016,,ROSSTECH,544294,ROSSTECH|Rossell Techsys Ltd,,,active,,ordinary,both
INE0OJZ01019,Shoora Designs Limited,INE0OJZ01019,,,543970,SHOORA|Shoora Designs Ltd,,,active,,ordinary,bse
INE0OKG01017,PROSPECT CONSUMER PRODUCTS LIMITED,INE0OKG01017,,,543814,PCL|Prospect Consumer Products Ltd,,,active,,ordinary,bse
INE0OLH01013,Macfos Limited,INE0OLH01013,,,543787,Macfos Ltd|ROBU,,,active,,ordinary,bse
INE0OLZ01015,HARSHDEEP HORTICO LIMITED,INE0OLZ01015,,,544105,HARSHDEEP|Harshdeep Hortico Ltd,,,active,,ordinary,bse
INE0OMI01019,Bright Outdoor Media Limited,INE0OMI01019,,,543831,BRIGHT|Bright Outdoor Media Ltd,,,active,,ordinary,bse
INE0OMZ01013,Vruddhi Engineering Works Limited,INE0OMZ01013,,,544157,VRUDDHI|Vruddhi Engineering Works Ltd,,,active,,ordinary,bse
INE0ONG01011,NTPC Green Energy Limited,INE0ONG01011,,NTPCGREEN,544289,NTPC GREEN ENERGY LIMITED|NTPC Green Energy Ltd|NTPCGREEN,,,active,,ordinary,both
INE0OPA01027,Deepak Builders & Engineers India Limited,INE0OPA01027,,DBEIL,544276,DBEIL|Deepak Builders and Engineers India Limited|Deepak Builders and Engineers India Ltd,,,active,,ordinary,both
INE0ORA01015,Cosmic CRF Limited,INE0ORA01015,,,543928,COSMICCRF|Cosmic CRF Ltd,,,active,,ordinary,bse
INE0OU201013,DCM Shriram International Limited,INE0OU201013,,DCMSIL,544702,DCM SHRIRAM INTERNATIONAL LIMITED|DCM Shriram International Ltd|DCMSIL,,,active,,ordinary,both
INE0OUS01011,Shentracon Chemicals Ltd.,INE0OUS01011,,,530757,SHENTRA|Shentracon Chemicals Ltd,,,active,,ordinary,bse
INE0OV601013,EMS Limited,INE0OV601013,,EMSLIMITED,543983,EMS LIMITED|EMS Ltd|EMSLIMITED,,,active,,ordinary,both
INE0OWC01011,Khazanchi Jewellers Limited,INE0OWC01011,,,543953,KHAZANCHI|Khazanchi Jewellers Ltd,,,active,,ordinary,bse
INE0OWZ01020,MV Electrosystems Limited,INE0OWZ01020,,MVELECTRO,544851,MV ELECTROSYSTEMS LIMITED|MV Electrosystems Ltd|MVELECTRO,,,active,,ordinary,both
INE0OXY01013,Afcom Holdings Limited,INE0OXY01013,,,544224,AFCOM|Afcom Holdings Ltd,,,active,,ordinary,bse
INE0OYE01013,QUEST FLOW CONTROLS LIMITED,INE0OYE01013,,,543982,QUESTFLOW|Quest Flow Controls Ltd,,,active,,ordinary,bse
INE0OYK01010,Rudra Gas Enterprise Limited,INE0OYK01010,,,544121,RUDRAGAS|Rudra Gas Enterprise Ltd,,,active,,ordinary,bse
INE0P3N01018,Kaka Industries Limited,INE0P3N01018,,,543939,KAKA|Kaka Industries Ltd,,,active,,ordinary,bse
INE0P4P01011,TECHKNOWGREEN SOLUTIONS LIMITED,INE0P4P01011,,,543991,TECHKGREEN|Techknowgreen Solutions Ltd,,,active,,ordinary,bse
INE0P4R01017,Swadha Nature Limited,INE0P4R01017,,,531039,SWADHATURE|Swadha Nature Ltd,,,active,,ordinary,bse
INE0P6P01016,Career Point Edutech Limited,INE0P6P01016,,CPEDU,544499,CPEDU|Career Point Edutech Ltd,,,active,,ordinary,both
INE0P7001013,Sancode Technologies Limited,INE0P7001013,,,543897,SANCODE|Sancode Technologies Ltd,,,active,,ordinary,bse
INE0P8B01020,Gaudium IVF and Women Health Limited,INE0P8B01020,,GAUDIUMIVF,544709,GAUDIUMIVF|Gaudium IVF and Women Health Ltd,,,active,,ordinary,both
INE0P9J01013,Amic Forging Limited,INE0P9J01013,,,544037,AMIC|Amic Forging Ltd,,,active,,ordinary,bse
INE0PA401012,Identixweb Limited,INE0PA401012,,,544388,IDENTIXWEB|Identixweb Ltd,,,active,,ordinary,bse
INE0PA601017,Vivaa Tradecom Limited,INE0PA601017,,,544002,VIVAA|Vivaa Tradecom Ltd,,,active,,ordinary,bse
INE0PA801013,GHCL Textiles Limited,INE0PA801013,,GHCLTEXTIL,543918,GHCL Textiles Ltd|GHCLTEXTIL,,,active,,ordinary,both
INE0PB301013,Shipping Corporation of India Land and Assets Limited,INE0PB301013,,SCILAL,544142,SCILAL|Shipping Corporation of India Land and Assets Ltd,,,active,,ordinary,both
INE0PEQ01016,RBZ Jewellers Limited,INE0PEQ01016,,RBZJEWEL,544060,RBZ Jewellers Ltd|RBZJEWEL,,,active,,ordinary,both
INE0PK601023,OCCL Limited,INE0PK601023,,OCCLLTD,544278,OCCL Ltd|OCCLLTD,,,active,,ordinary,both
INE0PKD01011,Mangal Electrical Industries Limited,INE0PKD01011,,MEIL,544492,MANGAL ELECTRICAL INDUSTRIES LIMITED|MEIL|Mangal Electrical Industries Ltd,,,active,,ordinary,both
INE0PO601011,National Peroxide Limited,INE0PO601011,,,544205,NPL|National Peroxide Ltd,,,active,,ordinary,bse
INE0POP01017,ACCELERATEBS INDIA LIMITED,INE0POP01017,,,543938,ACCELERATE|Acceleratebs India Ltd,,,active,,ordinary,bse
INE0PP401015,Arrowhead Seperation Engineering Limited,INE0PP401015,,,544025,ARROWHEAD|Arrowhead Seperation Engineering Ltd,,,active,,ordinary,bse
INE0PPK01015,Orient Technologies Limited,INE0PPK01015,,ORIENTTECH,544235,ORIENTTECH|Orient Technologies Ltd,,,active,,ordinary,both
INE0PQ101010,Saraswati Saree Depot Limited,INE0PQ101010,,SSDL,544230,SARASWATI SAREE DEPOT LIMITED|SSDL|Saraswati Saree Depot Ltd,,,active,,ordinary,both
INE0PSC01024,Digidrive Distributors Limited,INE0PSC01024,,DIGIDRIVE,544079,DIGIDRIVE|DIGIDRIVE DISTRIBUTORS LIMITED|Digidrive Distributors Ltd,,,active,,ordinary,both
INE0PSJ01011,Sahara Maritime Limited,INE0PSJ01011,,,544056,SMARITIME|Sahara Maritime Ltd,,,active,,ordinary,bse
INE0PT501018,Platinum Industries Limited,INE0PT501018,,PLATIND,544134,PLATIND|Platinum Industries Ltd,,,active,,ordinary,both
INE0PTF01017,Swastika Castal Limited,INE0PTF01017,,,544452,SWASTIKAAL|Swastika Castal Ltd,,,active,,ordinary,bse
INE0PX301025,Skyways Air Services Limited,INE0PX301025,,SKYWAYS,544890,SKYWAYS|SKYWAYS AIR SERVICES LIMITED|Skyways Air Services Ltd,,,active,,ordinary,both
INE0PYT01018,Euphoria Infotech (India) Limited,INE0PYT01018,,,544094,EUPHORIAIT|Euphoria Infotech (India) Ltd,,,active,,ordinary,bse
INE0PZB01013,POPULAR FOUNDATIONS LIMITED,INE0PZB01013,,,544259,PFL|Popular Foundations Ltd,,,active,,ordinary,bse
INE0Q0M01015,VEEFIN SOLUTIONS LIMITED,INE0Q0M01015,,,543931,VEEFIN|Veefin Solutions Ltd,,,active,,ordinary,bse
INE0Q1R01012,Qualitek Labs Limited,INE0Q1R01012,,,544091,QLL|Qualitek Labs Ltd,,,active,,ordinary,bse
INE0Q1S01010,Sunita Tools Limited,INE0Q1S01010,,,544001,SUNITATOOL|Sunita Tools Ltd,,,active,,ordinary,bse
INE0Q2L01013,Davin Sons Retail Limited,INE0Q2L01013,,,544331,DAVIN|Davin Sons Retail Ltd,,,active,,ordinary,bse
INE0Q2Z01013,Benchmark Computer Solutions Limited,INE0Q2Z01013,,,544052,BENCHMARK|Benchmark Computer Solutions Ltd,,,active,,ordinary,bse
INE0Q3401017,Sodhani Academy of Fintech Enablers Limited,INE0Q3401017,,,544257,SAFE|Sodhani Academy of Fintech Enablers Ltd,,,active,,ordinary,bse
INE0Q3J01015,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,,KRN,544263,KRN|KRN HEAT EXCHANGER AND REFRIGERATION LIMITED|KRN Heat Exchanger And Refrigeration Ltd,,,active,,ordinary,both
INE0Q3R01026,Sundaram Clayton Limited,INE0Q3R01026,,SUNCLAY,544066,SUNCLAY|SUNDARAM-CLAYTON LIMITED|Sundaram-Clayton Ltd,,,active,,ordinary,both
INE0Q6901013,Vrundavan Plantation Limited,INE0Q6901013,,,544011,VPL|Vrundavan Plantation Ltd,,,active,,ordinary,bse
INE0Q6L01014,Brisk Technovision Limited,INE0Q6L01014,,,544101,BRISK|Brisk Technovision Ltd,,,active,,ordinary,bse
INE0Q8P01029,Bondada Engineering Limited,INE0Q8P01029,,,543971,BONDADA|Bondada Engineering Ltd,,,active,,ordinary,bse
INE0Q9301021,International Gemological Institute Limited,INE0Q9301021,,IGIL,544311,IGIL|International Gemological Institute Ltd,,,active,,ordinary,both
INE0Q9W01015,Faalcon Concepts Limited,INE0Q9W01015,,,544164,FAALCON|Faalcon Concepts Ltd,,,active,,ordinary,bse
INE0QA901010,RAPID MULTIMODAL LOGISTICS LIMITED,INE0QA901010,,,544237,RAPID|Rapid Multimodal logistics Ltd,,,active,,ordinary,bse
INE0QBD01018,HAMPS BIO LIMITED,INE0QBD01018,,,544312,HAMPS|Hamps Bio Ltd,,,active,,ordinary,bse
INE0QFT01015,AIK Pipes and Polymers Limited,INE0QFT01015,,,544072,AIK Pipes and Polymers Ltd|AIKPIPES,,,active,,ordinary,bse
INE0QHY01011,Gconnect Logitech and Supply Chain Limited,INE0QHY01011,,,544156,GCONNECT|Gconnect Logitech and Supply Chain Ltd,,,active,,ordinary,bse
INE0QI101019,Mish Designs Limited,INE0QI101019,,,544015,MISHDESIGN|Mish Designs Ltd,,,active,,ordinary,bse
INE0QIS01011,Shree Marutinandan Tubes Limited,INE0QIS01011,,,544083,SHREE|Shree Marutinandan Tubes Ltd,,,active,,ordinary,bse
INE0QJW01029,Lohia Corp Limited,INE0QJW01029,,LCL,544839,LCL|Lohia Corp Ltd,,,active,,ordinary,both
INE0QMR01015,Clinitech Laboratory Limited,INE0QMR01015,,,544220,CTLLAB|Clinitech Laboratory Ltd,,,active,,ordinary,bse
INE0QMV01017,BHARATROHAN AIRBORNE INNOVATIONS LIMITED,INE0QMV01017,,,544535,BHARATROHAN|Bharatrohan Airborne Innovations Ltd,,,active,,ordinary,bse
INE0QN801017,Krystal Integrated Services Limited,INE0QN801017,,KRYSTAL,544149,KRYSTAL|KRYSTAL INTEGRATED SERVICES LIMITED|Krystal Integrated Services Ltd,,,active,,ordinary,both
INE0QOQ01013,Finelistings Technologies Limited,INE0QOQ01013,,,544173,FTL|Finelistings Technologies Ltd,,,active,,ordinary,bse
INE0QP701017,Valplast Technologies Limited,INE0QP701017,,,544565,VALPLAST|Valplast Technologies Ltd,,,active,,ordinary,bse
INE0QPI01025,Sudeep Pharma Limited,INE0QPI01025,,SUDEEPPHRM,544619,SUDEEPPHRM|Sudeep Pharma Ltd,,,active,,ordinary,both
INE0QQG01019,Royal Sense Limited,INE0QQG01019,,,544143,ROYAL|Royal Sense Ltd,,,active,,ordinary,bse
INE0QQJ01021,PARMESHWAR METAL LIMITED,INE0QQJ01021,,,544330,PARMESHWAR|Parmeshwar Metal Ltd,,,active,,ordinary,bse
INE0QRL01017,Arkade Developers Limited,INE0QRL01017,,ARKADE,544261,ARKADE|ARKADE DEVELOPERS LIMITED|Arkade Developers Ltd,,,active,,ordinary,both
INE0QSB01016,Amkay Products Limited,INE0QSB01016,,,544169,AMKAY|Amkay Products Ltd,,,active,,ordinary,bse
INE0QSK01017,Siyaram Recycling Industries Limited,INE0QSK01017,,,544047,SIYARAM|Siyaram Recycling Industries Ltd,,,active,,ordinary,bse
INE0QTF01015,Vibhor Steel Tubes Limited,INE0QTF01015,,VSTL,544124,VIBHOR STEEL TUBES LIMITED|VSTL|Vibhor Steel Tubes Ltd,,,active,,ordinary,both
INE0QU501030,SODHANI CAPITAL LIMITED,INE0QU501030,,,544560,SODHACAP|Sodhani Capital Ltd,,,active,,ordinary,bse
INE0QUL01011,Nexxus Petro Industries Limited,INE0QUL01011,,,544265,NEXXUS|Nexxus Petro Industries Ltd,,,active,,ordinary,bse
INE0QUV01010,SATTRIX INFORMATION SECURITY LIMITED,INE0QUV01010,,,544189,SATTRIX|Sattrix Information Security Ltd,,,active,,ordinary,bse
INE0QVH01025,KP GREEN ENGINEERING LIMITED,INE0QVH01025,,,544150,KP Green Engineering Ltd|KPGEL,,,active,,ordinary,bse
INE0QXT01018,Dolphin Kitchen Utencils and Appliances Limited,INE0QXT01018,,,544170,DKUAL|Dolphin Kitchen Utensils and Appliances Ltd,,,active,,ordinary,bse
INE0QXV01014,JASCH GAUGING TECHNOLOGIES LIMITED,INE0QXV01014,,,544112,JGTL|Jasch Gauging Technologies Ltd,,,active,,ordinary,bse
INE0QZ901011,Magenta Lifecare Limited,INE0QZ901011,,,544188,MAGENTA|Magenta Lifecare Ltd,,,active,,ordinary,bse
INE0QZF01012,Gabriel Pet Straps Limited,INE0QZF01012,,,544108,GPSL|Gabriel Pet Straps Ltd,,,active,,ordinary,bse
INE0QZQ01019,SHANTI SPINTEX LIMITED,INE0QZQ01019,,,544059,SHANTIDENM|Shanti Spintex Ltd,,,active,,ordinary,bse
INE0QZR01017,Methodhub Software Limited,INE0QZR01017,,,544637,METHODHUB|Methodhub Software Ltd,,,active,,ordinary,bse
INE0R0M01014,SPECIALITY MEDICINES LIMITED,INE0R0M01014,,,544738,SPML|Speciality Medicines Ltd,,,active,,ordinary,bse
INE0R4L01018,Denta Water and Infra Solutions Limited,INE0R4L01018,,DENTA,544345,DENTA|Denta Water and Infra Solutions Ltd,,,active,,ordinary,both
INE0R4W01015,PIOTEX INDUSTRIES LIMITED,INE0R4W01015,,,544178,PIOTEX|Piotex Industries Ltd,,,active,,ordinary,bse
INE0R5Z01015,Mayank Cattle Food Limited,INE0R5Z01015,,,544106,MCFL|Mayank Cattle Food Ltd,,,active,,ordinary,bse
INE0R6801013,VARYAA CREATIONS LIMITED,INE0R6801013,,,544168,VARYAA|Varyaa Creations Ltd,,,active,,ordinary,bse
INE0R6Z01013,SRM Contractors Limited,INE0R6Z01013,,SRM,544158,SRM|SRM CONTRACTORS LIMITED|SRM Contractors Ltd,,,active,,ordinary,both
INE0R7D01018,3C IT Solutions and Telecoms (India) Limited,INE0R7D01018,,,544190,3C IT Solutions and Telecoms (India) Ltd|3CIT,,,active,,ordinary,bse
INE0R8101016,COVANCE SOFTSOL LIMITED,INE0R8101016,,,544361,COVANCE|Covance Softsol Ltd,,,active,,ordinary,bse
INE0R8B01010,Patel Retail Limited,INE0R8B01010,,PATELRMART,544487,PATEL RETAIL LIMITED|PATELRMART|Patel Retail Ltd,,,active,,ordinary,both
INE0R8Q01018,OM METALLOGIC LIMITED,INE0R8Q01018,,,544559,OML|Om Metallogic Ltd,,,active,,ordinary,bse
INE0RB801010,Senores Pharmaceuticals Limited,INE0RB801010,,SENORES,544319,SENORES|SENORES PHARMACEUTICALS LIMITED|Senores Pharmaceuticals Ltd,,,active,,ordinary,both
INE0RBX01014,CRAZY SNACKS LIMITED,INE0RBX01014,,,544807,CRAZY|Crazy Snacks Ltd,,,active,,ordinary,bse
INE0RDJ01019,VANDAN FOODS LIMITED,INE0RDJ01019,,,544436,VANDAN|Vandan Foods Ltd,,,active,,ordinary,bse
INE0RDM01013,DEEPAK CHEMTEX LIMITED,INE0RDM01013,,,544036,DEEPAKCHEM|Deepak Chemtex Ltd,,,active,,ordinary,bse
INE0RDR01012,Swashthik Plascon Limited,INE0RDR01012,,,544035,SPL|Swashthik Plascon Ltd,,,active,,ordinary,bse
INE0RE001014,Gala Precision Engineering Limited,INE0RE001014,,GALAPREC,544244,GALAPREC|Gala Precision Engineering Ltd,,,active,,ordinary,both
INE0RGM01016,Storage Technologies and Automation Limited,INE0RGM01016,,,544171,STAL|Storage Technologies and Automation Ltd,,,active,,ordinary,bse
INE0RH001011,LEO DRYFRUITS & SPICES TRADING LIMITED,INE0RH001011,,,544329,Leo Dryfruits & Spices Trading Ltd|VANDU,,,active,,ordinary,bse
INE0RIQ01013,Associated Coaters Limited,INE0RIQ01013,,,544183,ASSOCIATED|Associated Coaters Ltd,,,active,,ordinary,bse
INE0RJ901010,SRIGEE DLM LIMITED,INE0RJ901010,,,544399,SRIGEE|Srigee Dlm Ltd,,,active,,ordinary,bse
INE0RMR01013,Kizi Apparels Limited,INE0RMR01013,,,544221,KIZI|Kizi Apparels Ltd,,,active,,ordinary,bse
INE0RNZ01014,Shri Balaji Valve Components Limited,INE0RNZ01014,,,544074,SBVCL|Shri Balaji Valve Components Ltd,,,active,,ordinary,bse
INE0RTI01017,OVAL PROJECTS ENGINEERING LIMITED,INE0RTI01017,,,544498,OVAL|Oval Projects Engineering Ltd,,,active,,ordinary,bse
INE0RU901015,Mangal Compusolution Limited,INE0RU901015,,,544287,MANGALCOMP|Mangal Compusolution Ltd,,,active,,ordinary,bse
INE0RUJ01013,GEM Enviro Management Limited,INE0RUJ01013,,,544199,GEM Enviro Management Ltd|GEMENVIRO,,,active,,ordinary,bse
INE0RUY01012,Astron Multigrain Limited,INE0RUY01012,,,544628,ASTRONMULT|Astron Multigrain Ltd,,,active,,ordinary,bse
INE0RWQ01014,Tolins Tyres Limited,INE0RWQ01014,,TOLINS,544254,TOLINS|Tolins Tyres Ltd,,,active,,ordinary,both
INE0RWU01016,GB Logistics Commerce Limited,INE0RWU01016,,,544348,GB Logistics Commerce Ltd|GBLOGISTIC,,,active,,ordinary,bse
