document_id,page_index,condition,detector,detector_version,score_or_evidence,candidate_status,verification_status,notes
INE008A01015_2012,79,native_page,census_native_detector,1.0.0,chars=2445,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,80,native_page,census_native_detector,1.0.0,chars=4600,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,80,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,81,native_page,census_native_detector,1.0.0,chars=2984,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,82,native_page,census_native_detector,1.0.0,chars=2458,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,83,native_page,census_native_detector,1.0.0,chars=2633,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,84,native_page,census_native_detector,1.0.0,chars=1480,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,85,native_page,census_native_detector,1.0.0,chars=4986,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,85,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,86,native_page,census_native_detector,1.0.0,chars=4091,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,86,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,87,native_page,census_native_detector,1.0.0,chars=2239,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,87,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,88,native_page,census_native_detector,1.0.0,chars=3524,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,89,native_page,census_native_detector,1.0.0,chars=2047,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,90,native_page,census_native_detector,1.0.0,chars=2479,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,91,native_page,census_native_detector,1.0.0,chars=2989,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,92,native_page,census_native_detector,1.0.0,chars=2651,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,93,native_page,census_native_detector,1.0.0,chars=3444,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,94,native_page,census_native_detector,1.0.0,chars=2838,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,95,native_page,census_native_detector,1.0.0,chars=3013,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,96,native_page,census_native_detector,1.0.0,chars=1755,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,97,native_page,census_native_detector,1.0.0,chars=2966,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,98,native_page,census_native_detector,1.0.0,chars=2621,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,99,native_page,census_native_detector,1.0.0,chars=4224,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,100,native_page,census_native_detector,1.0.0,chars=3205,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,101,native_page,census_native_detector,1.0.0,chars=3440,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,102,native_page,census_native_detector,1.0.0,chars=3318,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,103,native_page,census_native_detector,1.0.0,chars=3157,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,104,native_page,census_native_detector,1.0.0,chars=3394,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,105,native_page,census_native_detector,1.0.0,chars=4586,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,106,native_page,census_native_detector,1.0.0,chars=3806,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,107,native_page,census_native_detector,1.0.0,chars=3963,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,108,native_page,census_native_detector,1.0.0,chars=4606,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,109,native_page,census_native_detector,1.0.0,chars=4587,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,110,native_page,census_native_detector,1.0.0,chars=3933,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,111,native_page,census_native_detector,1.0.0,chars=4498,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,112,native_page,census_native_detector,1.0.0,chars=2002,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,113,native_page,census_native_detector,1.0.0,chars=4289,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,114,native_page,census_native_detector,1.0.0,chars=4222,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,115,native_page,census_native_detector,1.0.0,chars=2772,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,116,native_page,census_native_detector,1.0.0,chars=2831,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,117,native_page,census_native_detector,1.0.0,chars=3271,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,118,native_page,census_native_detector,1.0.0,chars=3200,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,119,native_page,census_native_detector,1.0.0,chars=2655,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,120,native_page,census_native_detector,1.0.0,chars=2082,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,121,native_page,census_native_detector,1.0.0,chars=2544,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,122,native_page,census_native_detector,1.0.0,chars=2199,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,123,native_page,census_native_detector,1.0.0,chars=3456,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,124,native_page,census_native_detector,1.0.0,chars=3138,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,125,native_page,census_native_detector,1.0.0,chars=1667,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,126,native_page,census_native_detector,1.0.0,chars=2057,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,127,native_page,census_native_detector,1.0.0,chars=2461,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,128,native_page,census_native_detector,1.0.0,chars=2993,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,129,native_page,census_native_detector,1.0.0,chars=1918,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,130,native_page,census_native_detector,1.0.0,chars=1994,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,131,native_page,census_native_detector,1.0.0,chars=1714,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,132,native_page,census_native_detector,1.0.0,chars=2318,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,133,native_page,census_native_detector,1.0.0,chars=3286,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,134,native_page,census_native_detector,1.0.0,chars=4564,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,135,native_page,census_native_detector,1.0.0,chars=1814,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,136,native_page,census_native_detector,1.0.0,chars=1440,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,137,native_page,census_native_detector,1.0.0,chars=2452,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,138,native_page,census_native_detector,1.0.0,chars=2156,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,139,native_page,census_native_detector,1.0.0,chars=2217,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,140,native_page,census_native_detector,1.0.0,chars=2038,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,141,native_page,census_native_detector,1.0.0,chars=2321,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,142,native_page,census_native_detector,1.0.0,chars=2374,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,143,native_page,census_native_detector,1.0.0,chars=3264,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,144,native_page,census_native_detector,1.0.0,chars=1939,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,145,native_page,census_native_detector,1.0.0,chars=2914,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,146,native_page,census_native_detector,1.0.0,chars=2401,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,147,native_page,census_native_detector,1.0.0,chars=2990,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,148,native_page,census_native_detector,1.0.0,chars=2342,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,149,native_page,census_native_detector,1.0.0,chars=2758,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,150,native_page,census_native_detector,1.0.0,chars=1903,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,151,native_page,census_native_detector,1.0.0,chars=2702,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,152,native_page,census_native_detector,1.0.0,chars=1866,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,153,native_page,census_native_detector,1.0.0,chars=3526,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,154,native_page,census_native_detector,1.0.0,chars=3440,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,155,native_page,census_native_detector,1.0.0,chars=4318,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,155,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,156,native_page,census_native_detector,1.0.0,chars=4329,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,156,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,157,native_page,census_native_detector,1.0.0,chars=2144,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,157,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,158,native_page,census_native_detector,1.0.0,chars=3498,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,159,native_page,census_native_detector,1.0.0,chars=2667,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,160,native_page,census_native_detector,1.0.0,chars=2410,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,161,native_page,census_native_detector,1.0.0,chars=3119,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,162,native_page,census_native_detector,1.0.0,chars=3047,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,163,native_page,census_native_detector,1.0.0,chars=3492,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,164,native_page,census_native_detector,1.0.0,chars=2856,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,165,native_page,census_native_detector,1.0.0,chars=3035,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,166,native_page,census_native_detector,1.0.0,chars=1788,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,167,native_page,census_native_detector,1.0.0,chars=3095,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,168,native_page,census_native_detector,1.0.0,chars=2637,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,169,native_page,census_native_detector,1.0.0,chars=4185,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,170,native_page,census_native_detector,1.0.0,chars=3137,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,171,native_page,census_native_detector,1.0.0,chars=3410,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,172,native_page,census_native_detector,1.0.0,chars=4401,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,173,native_page,census_native_detector,1.0.0,chars=3052,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,174,native_page,census_native_detector,1.0.0,chars=4034,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,175,native_page,census_native_detector,1.0.0,chars=4459,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,176,native_page,census_native_detector,1.0.0,chars=3570,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,177,native_page,census_native_detector,1.0.0,chars=3982,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,178,native_page,census_native_detector,1.0.0,chars=4629,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,179,native_page,census_native_detector,1.0.0,chars=4305,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,180,native_page,census_native_detector,1.0.0,chars=4317,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,181,native_page,census_native_detector,1.0.0,chars=4359,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,182,native_page,census_native_detector,1.0.0,chars=4543,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,183,native_page,census_native_detector,1.0.0,chars=4972,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,184,native_page,census_native_detector,1.0.0,chars=4271,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,185,native_page,census_native_detector,1.0.0,chars=4068,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,186,native_page,census_native_detector,1.0.0,chars=4193,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,187,native_page,census_native_detector,1.0.0,chars=4479,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,188,native_page,census_native_detector,1.0.0,chars=3732,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,189,native_page,census_native_detector,1.0.0,chars=2099,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,190,native_page,census_native_detector,1.0.0,chars=2015,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,191,native_page,census_native_detector,1.0.0,chars=3830,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,192,native_page,census_native_detector,1.0.0,chars=2204,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,193,native_page,census_native_detector,1.0.0,chars=2880,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,194,native_page,census_native_detector,1.0.0,chars=1973,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,195,native_page,census_native_detector,1.0.0,chars=2333,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,196,native_page,census_native_detector,1.0.0,chars=3368,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,197,native_page,census_native_detector,1.0.0,chars=3547,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,198,native_page,census_native_detector,1.0.0,chars=1714,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,199,native_page,census_native_detector,1.0.0,chars=3492,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,200,native_page,census_native_detector,1.0.0,chars=2395,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,201,native_page,census_native_detector,1.0.0,chars=3553,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,202,native_page,census_native_detector,1.0.0,chars=3469,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,203,native_page,census_native_detector,1.0.0,chars=3440,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,204,native_page,census_native_detector,1.0.0,chars=3707,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,205,native_page,census_native_detector,1.0.0,chars=5584,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,206,native_page,census_native_detector,1.0.0,chars=2459,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,207,native_page,census_native_detector,1.0.0,chars=1686,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,208,native_page,census_native_detector,1.0.0,chars=5828,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,209,native_page,census_native_detector,1.0.0,chars=3476,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,210,native_page,census_native_detector,1.0.0,chars=5079,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,211,native_page,census_native_detector,1.0.0,chars=4271,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,212,native_page,census_native_detector,1.0.0,chars=2431,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,213,native_page,census_native_detector,1.0.0,chars=2031,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,214,native_page,census_native_detector,1.0.0,chars=2414,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,215,native_page,census_native_detector,1.0.0,chars=4181,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,216,native_page,census_native_detector,1.0.0,chars=5782,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,217,native_page,census_native_detector,1.0.0,chars=4103,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,218,native_page,census_native_detector,1.0.0,chars=3726,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,219,native_page,census_native_detector,1.0.0,chars=4080,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,220,native_page,census_native_detector,1.0.0,chars=2505,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,221,native_page,census_native_detector,1.0.0,chars=2780,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,221,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,222,native_page,census_native_detector,1.0.0,chars=2690,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,222,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,223,native_page,census_native_detector,1.0.0,chars=5046,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,224,native_page,census_native_detector,1.0.0,chars=4206,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,225,native_page,census_native_detector,1.0.0,chars=2527,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,226,native_page,census_native_detector,1.0.0,chars=5558,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,227,native_page,census_native_detector,1.0.0,chars=6424,CANDIDATE,NOT_REVIEWED,
INE008A01015_2012,228,native_page,census_native_detector,1.0.0,chars=3508,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,0,native_page,census_native_detector,1.0.0,chars=5765,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,0,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,1,native_page,census_native_detector,1.0.0,chars=6322,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,2,native_page,census_native_detector,1.0.0,chars=5720,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,2,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,3,native_page,census_native_detector,1.0.0,chars=5586,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,3,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,4,native_page,census_native_detector,1.0.0,chars=5843,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,4,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,5,native_page,census_native_detector,1.0.0,chars=4910,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,5,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,6,native_page,census_native_detector,1.0.0,chars=6502,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,6,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,7,native_page,census_native_detector,1.0.0,chars=6816,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,7,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,8,native_page,census_native_detector,1.0.0,chars=4812,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,8,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,9,native_page,census_native_detector,1.0.0,chars=6160,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,9,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,10,native_page,census_native_detector,1.0.0,chars=6496,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,10,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,11,native_page,census_native_detector,1.0.0,chars=3781,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,11,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,12,native_page,census_native_detector,1.0.0,chars=1886,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,13,native_page,census_native_detector,1.0.0,chars=1670,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,14,native_page,census_native_detector,1.0.0,chars=71,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,14,ocr_layer_page,t0_profile_ocr_indicator,1.0.0,render_mode_ocr_layer_indicator=True,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,14,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,15,native_page,census_native_detector,1.0.0,chars=2314,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,15,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,16,native_page,census_native_detector,1.0.0,chars=1040,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,17,native_page,census_native_detector,1.0.0,chars=1473,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,18,native_page,census_native_detector,1.0.0,chars=2573,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,18,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,19,native_page,census_native_detector,1.0.0,chars=1542,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,19,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,20,native_page,census_native_detector,1.0.0,chars=2635,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,20,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,21,native_page,census_native_detector,1.0.0,chars=1090,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,21,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,22,native_page,census_native_detector,1.0.0,chars=1441,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,22,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,23,native_page,census_native_detector,1.0.0,chars=574,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,23,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,24,native_page,census_native_detector,1.0.0,chars=512,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,24,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,25,native_page,census_native_detector,1.0.0,chars=997,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,26,native_page,census_native_detector,1.0.0,chars=3939,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,26,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,27,native_page,census_native_detector,1.0.0,chars=3808,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,27,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,28,native_page,census_native_detector,1.0.0,chars=3693,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,28,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,29,native_page,census_native_detector,1.0.0,chars=1213,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,30,native_page,census_native_detector,1.0.0,chars=1857,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,31,native_page,census_native_detector,1.0.0,chars=1546,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,32,native_page,census_native_detector,1.0.0,chars=1591,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,33,native_page,census_native_detector,1.0.0,chars=70,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,33,ocr_layer_page,t0_profile_ocr_indicator,1.0.0,render_mode_ocr_layer_indicator=True,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,34,native_page,census_native_detector,1.0.0,chars=2526,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,34,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,35,native_page,census_native_detector,1.0.0,chars=2781,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,35,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,36,native_page,census_native_detector,1.0.0,chars=368,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,37,native_page,census_native_detector,1.0.0,chars=1507,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,38,native_page,census_native_detector,1.0.0,chars=1526,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,38,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,39,native_page,census_native_detector,1.0.0,chars=1636,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,40,native_page,census_native_detector,1.0.0,chars=661,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,41,native_page,census_native_detector,1.0.0,chars=1478,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,42,native_page,census_native_detector,1.0.0,chars=1294,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,43,native_page,census_native_detector,1.0.0,chars=1191,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,44,native_page,census_native_detector,1.0.0,chars=1133,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,45,native_page,census_native_detector,1.0.0,chars=1541,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,46,native_page,census_native_detector,1.0.0,chars=614,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,47,native_page,census_native_detector,1.0.0,chars=2331,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,48,native_page,census_native_detector,1.0.0,chars=3178,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,49,native_page,census_native_detector,1.0.0,chars=4514,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,49,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,50,native_page,census_native_detector,1.0.0,chars=4812,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,50,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,51,native_page,census_native_detector,1.0.0,chars=4189,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,51,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,52,native_page,census_native_detector,1.0.0,chars=3895,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,52,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,53,native_page,census_native_detector,1.0.0,chars=3770,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,53,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,54,native_page,census_native_detector,1.0.0,chars=4328,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,54,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,55,native_page,census_native_detector,1.0.0,chars=4123,CANDIDATE,NOT_REVIEWED,
INE008A01015_2013,55,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
