document_id,pdf_path,sha256,issuer,fiscal_year,total_pages,split,development_flag,challenge_flag,holdout_flag,native_page_count,ocr_page_count,scanned_page_count,legacy_candidate_page_count,hidden_text_candidate_page_count,duplicate_text_candidate_page_count,devanagari_page_count,bilingual_candidate_page_count,one_column_page_count,two_column_page_count,multi_column_page_count,table_candidate_page_count,header_candidate_page_count,footer_candidate_page_count,toc_candidate,toc_offset_candidate,deep_hierarchy_candidate,annexure_candidate,combined_mdna_candidate,long_report_category,document_representation,evidence_status,notes
INE003B01014_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\77\88\7788c26d0d47f50c0256c1d486f996777e29cb18c9e14b616e3c81a40a0cd169.pdf,7788c26d0d47f50c0256c1d486f996777e29cb18c9e14b616e3c81a40a0cd169,Inter State Oil Carrier Ltd,2025,124,FIT,True,False,False,124,0,0,0,0,0,0,0,35,21,68,99,2,0,True,UNKNOWN,False,True,True,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003F01015_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\51\f9\51f9884c026445d0f7687d41414d9193ea16fe637c3b74617fa7d8477f94dbe4.pdf,51f9884c026445d0f7687d41414d9193ea16fe637c3b74617fa7d8477f94dbe4,Muller & Phipps (India) Ltd.,2012,45,VALIDATION,False,False,False,44,0,0,0,0,0,0,0,15,4,26,33,0,0,True,UNRESOLVED,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003F01015_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\82\dd\82dddee265891d2900a0c1029d97d91856a2decb8361a6c52275f49d5053cc9e.pdf,82dddee265891d2900a0c1029d97d91856a2decb8361a6c52275f49d5053cc9e,Muller & Phipps (India) Ltd.,2013,48,VALIDATION,False,False,False,45,0,0,0,0,0,0,0,13,5,30,34,0,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003F01015_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ed\e8\ede8a4693046d2182c3a5cbc068c708305be3b5f2c09e30278d63de3e7ef01c8.pdf,ede8a4693046d2182c3a5cbc068c708305be3b5f2c09e30278d63de3e7ef01c8,Muller & Phipps (India) Ltd.,2017,60,VALIDATION,False,False,False,56,0,0,0,0,0,0,0,25,5,30,42,0,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003F01015_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\64\c5\64c5b3573df779a3a158609b06b5cd3d7e50b83087aaa14d438bf2604cd36872.pdf,64c5b3573df779a3a158609b06b5cd3d7e50b83087aaa14d438bf2604cd36872,Muller & Phipps (India) Ltd.,2018,84,VALIDATION,False,False,False,81,0,0,0,0,0,0,0,14,6,64,58,0,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003F01015_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3c\4d\3c4d0fa1932189e3b3bf9acf1def7603dd909f4bd771dd0a6f9d200ceae9c51b.pdf,3c4d0fa1932189e3b3bf9acf1def7603dd909f4bd771dd0a6f9d200ceae9c51b,Muller & Phipps (India) Ltd.,2024,91,VALIDATION,False,False,False,86,0,1,0,0,0,0,0,21,2,68,60,0,0,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003F01015_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\15\a7\15a71c45b368a79f9c0a185740eb97876582915dad14cbca7567e8b46ba1b450.pdf,15a71c45b368a79f9c0a185740eb97876582915dad14cbca7567e8b46ba1b450,Muller & Phipps (India) Ltd.,2025,89,VALIDATION,False,False,False,84,0,1,0,0,0,0,0,20,2,67,58,0,0,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004C01028_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\73\c9\73c9aba9314f2a879e5bba9d9bbec279f90505b62c16f97e2d893a89c124612e.pdf,73c9aba9314f2a879e5bba9d9bbec279f90505b62c16f97e2d893a89c124612e,Gujarat Cotex Ltd,2017,63,FIT,True,False,False,57,0,0,0,0,0,0,0,11,15,37,38,0,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004C01028_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\7a\bb\7abb0ef1750e2a916f4f281eb41337a9d9a59510a54f9bb3fa24aa54065edc85.pdf,7abb0ef1750e2a916f4f281eb41337a9d9a59510a54f9bb3fa24aa54065edc85,Gujarat Cotex Ltd,2018,69,FIT,False,False,False,67,0,0,0,0,0,0,0,5,26,38,33,0,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004C01028_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\20\77\2077b668cbc7290b91420f4a49abfb0585df84bddfdbc03cd94fac8bc6412914.pdf,2077b668cbc7290b91420f4a49abfb0585df84bddfdbc03cd94fac8bc6412914,Gujarat Cotex Ltd,2024,68,FIT,False,True,False,1,0,67,0,0,0,0,0,67,0,1,0,0,0,False,NO_TOC,False,False,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004C01028_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\0f\15\0f1522f3a2dd3ea093d24f6896b42186b7c8e31218edba71d2149e1af38cff2b.pdf,0f1522f3a2dd3ea093d24f6896b42186b7c8e31218edba71d2149e1af38cff2b,Gujarat Cotex Ltd,2025,60,FIT,True,False,False,60,1,0,0,0,0,0,0,20,4,36,5,32,0,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004E01016_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ea\dc\eadc5029f16c33a91cf122fa51bc516ba896f37aa9e4b9751aba7efe5d264ba8.pdf,eadc5029f16c33a91cf122fa51bc516ba896f37aa9e4b9751aba7efe5d264ba8,Span Divergent Limited,2012,76,FIT,True,False,False,70,0,0,0,0,0,0,0,10,19,47,58,0,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004E01016_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\bd\6a\bd6ad137a7a3b8e4609c93ff8bc16265aa0efc709233a4dd5b79e54ccc853fbc.pdf,bd6ad137a7a3b8e4609c93ff8bc16265aa0efc709233a4dd5b79e54ccc853fbc,Span Divergent Limited,2013,81,FIT,False,False,False,75,0,1,0,0,0,0,0,6,24,51,80,0,0,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004E01016_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\23\bf\23bfad65fdf36889ddbea27e76b532d2464b3f76eacc70f52e9a8bb7c5ea1002.pdf,23bfad65fdf36889ddbea27e76b532d2464b3f76eacc70f52e9a8bb7c5ea1002,Span Divergent Limited,2017,77,FIT,False,False,False,75,0,1,0,0,0,0,0,3,23,51,68,0,0,True,UNKNOWN,False,True,True,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004E01016_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\8b\d1\8bd164a01b993db8d3ef7c4f70553a3c0aec1581ae70dfea0a3dfe480670d8d3.pdf,8bd164a01b993db8d3ef7c4f70553a3c0aec1581ae70dfea0a3dfe480670d8d3,Span Divergent Limited,2018,111,FIT,True,False,False,110,0,1,107,0,0,0,0,1,41,69,82,0,0,False,NO_TOC,False,False,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004E01016_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\5d\f0\5df0bb9af53232cc35ffadba97d1ae74fcfbb6b05ba44e004f972287823b0203.pdf,5df0bb9af53232cc35ffadba97d1ae74fcfbb6b05ba44e004f972287823b0203,Span Divergent Limited,2024,98,FIT,True,False,False,98,1,0,0,0,0,0,0,64,0,34,98,6,90,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004E01016_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\89\44\8944db14283b448a6e1fe1d873cdad5b01643593bc0d5dbfd043fb82a9aaee3f.pdf,8944db14283b448a6e1fe1d873cdad5b01643593bc0d5dbfd043fb82a9aaee3f,Span Divergent Limited,2025,95,FIT,False,False,False,95,1,0,1,0,0,0,0,61,2,32,95,7,85,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004Z01011_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ec\f4\ecf45ab9f08aad31c007355d127d13e2ba2097588ee221834fbcedb9ecea8c85.pdf,ecf45ab9f08aad31c007355d127d13e2ba2097588ee221834fbcedb9ecea8c85,Mac Hotels Limited,2024,84,FIT,False,False,False,84,0,0,2,0,0,0,0,55,1,28,45,82,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE004Z01011_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\7a\4f\7a4f1a963222265043d2cc62f24d525cbd85af2da8342fa248089ecce38296e4.pdf,7a4f1a963222265043d2cc62f24d525cbd85af2da8342fa248089ecce38296e4,Mac Hotels Limited,2025,92,FIT,True,False,False,92,1,0,2,0,0,0,0,52,1,39,51,90,0,True,UNKNOWN,False,True,True,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE005E01013_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\dc\8b\dc8bb17c415cf9952bd2c9b545ed733e20fee7e5a9bc61aa612d727035fe8135.pdf,dc8bb17c415cf9952bd2c9b545ed733e20fee7e5a9bc61aa612d727035fe8135,Ekansh Concepts Limited,2012,74,VALIDATION,False,False,False,71,1,0,0,0,0,0,0,15,5,54,72,0,69,True,UNKNOWN,False,True,True,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE005E01013_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f9\34\f934459f048686d3c2169322c6b2bc731a83e4ac182dbffa878257222736e386.pdf,f934459f048686d3c2169322c6b2bc731a83e4ac182dbffa878257222736e386,Ekansh Concepts Limited,2013,78,VALIDATION,False,False,False,75,2,0,0,0,1,0,0,30,4,44,70,0,70,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE005E01013_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\bc\bd\bcbd2c26ca1aacccb1a7b7b68adf3fda2f10b09b27a0fcfbc255dc7072bd9324.pdf,bcbd2c26ca1aacccb1a7b7b68adf3fda2f10b09b27a0fcfbc255dc7072bd9324,Ekansh Concepts Limited,2017,90,VALIDATION,False,False,False,90,1,0,0,0,0,0,0,32,8,50,88,82,88,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE005E01013_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a6\ea\a6ea0d82912d6cd21525719b3047b3e2d5907e4f89f2ca8d43eccb0bda4db1c8.pdf,a6ea0d82912d6cd21525719b3047b3e2d5907e4f89f2ca8d43eccb0bda4db1c8,Ekansh Concepts Limited,2018,132,VALIDATION,False,False,False,132,1,0,0,0,0,0,0,17,5,110,131,123,122,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE005E01013_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3f\eb\3febf85887da6640e50371d6d726ada073275da379f5406dfcb2a3bb86bfb46f.pdf,3febf85887da6640e50371d6d726ada073275da379f5406dfcb2a3bb86bfb46f,Ekansh Concepts Limited,2024,162,VALIDATION,False,True,False,161,8,0,0,0,0,0,0,22,2,138,160,134,151,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE005E01013_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\22\d8\22d87e86093fe19cc7250f3a282dc9bff3536ac5fe4b2bde81fca1f73a29e7c5.pdf,22d87e86093fe19cc7250f3a282dc9bff3536ac5fe4b2bde81fca1f73a29e7c5,Ekansh Concepts Limited,2025,148,VALIDATION,False,False,False,147,7,1,0,0,0,0,0,20,2,126,81,123,135,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006C01015_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\2b\ac\2bac9f14c400ea136247d2e16cc9da8826f7b773c31de7e148db1cbd1190a2db.pdf,2bac9f14c400ea136247d2e16cc9da8826f7b773c31de7e148db1cbd1190a2db,K.Z.Leasing & Finance Ltd.,2012,31,VALIDATION,False,True,False,31,1,0,0,0,0,0,0,5,2,24,2,0,0,False,NO_TOC,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006C01015_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\12\93\1293abc0a3835396a6c82d1dd327d076ae350dc7a64d49bf682dba0602d05fc0.pdf,1293abc0a3835396a6c82d1dd327d076ae350dc7a64d49bf682dba0602d05fc0,K.Z.Leasing & Finance Ltd.,2013,31,VALIDATION,False,False,False,31,0,0,0,0,0,0,0,4,2,25,1,0,2,False,NO_TOC,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006C01015_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f3\b1\f3b1f24c7beb87cf4e001e452cdaf1e936bc6c632aea1ef3b25885ba90ba9fff.pdf,f3b1f24c7beb87cf4e001e452cdaf1e936bc6c632aea1ef3b25885ba90ba9fff,K.Z.Leasing & Finance Ltd.,2017,54,VALIDATION,False,False,False,53,0,1,0,0,0,0,0,38,4,12,42,25,51,True,0,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006C01015_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\79\ff\79ffd006fc0fc6b8d97c28e00fa4f9eae09d63f6b84df1b48d15d2faf19bcfec.pdf,79ffd006fc0fc6b8d97c28e00fa4f9eae09d63f6b84df1b48d15d2faf19bcfec,K.Z.Leasing & Finance Ltd.,2018,51,VALIDATION,False,False,False,51,0,0,0,0,0,0,0,38,2,11,39,0,46,True,0,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006C01015_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\63\0a\630adfbb19a1f021a2353d6f92831bdb4deec4ac32005be839ac336ba6da8902.pdf,630adfbb19a1f021a2353d6f92831bdb4deec4ac32005be839ac336ba6da8902,K.Z.Leasing & Finance Ltd.,2024,62,VALIDATION,False,False,False,62,0,0,3,0,0,0,0,27,1,34,47,22,52,True,UNKNOWN,False,True,True,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006C01015_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\44\5f\445f0d7dc6b77177994abb8d1aecd92c6ddac70f71b7d21bfa232bc6e524610f.pdf,445f0d7dc6b77177994abb8d1aecd92c6ddac70f71b7d21bfa232bc6e524610f,K.Z.Leasing & Finance Ltd.,2025,63,VALIDATION,False,False,False,63,0,0,3,0,0,0,0,26,3,34,49,24,46,True,-14,False,True,True,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006I01046_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4d\70\4d7094047ffdcd917b71c6ede5941a036328a3d10cd2f8a03beb2bc517565166.pdf,4d7094047ffdcd917b71c6ede5941a036328a3d10cd2f8a03beb2bc517565166,Astral Limited,2012,104,HOLDOUT,False,False,True,103,2,0,0,0,0,0,0,22,3,79,103,0,2,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006I01046_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c2\e2\c2e25d3bba43d69f4e34577ff37ca249b44da3937d60ed947642692b6418790c.pdf,c2e25d3bba43d69f4e34577ff37ca249b44da3937d60ed947642692b6418790c,Astral Limited,2013,112,HOLDOUT,False,False,True,107,1,0,0,0,1,0,0,27,8,77,112,0,0,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006I01046_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c6\e3\c6e3283c6a5cf247244f996de7ec23d79309e2bc5e08a64909e28616bba56dd0.pdf,c6e3283c6a5cf247244f996de7ec23d79309e2bc5e08a64909e28616bba56dd0,Astral Limited,2017,165,HOLDOUT,False,False,True,161,0,3,0,0,0,0,0,27,12,126,132,0,10,True,1,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006I01046_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\20\9b\209b84f6166675b8879329e7e5a56c0a15d834c6fe97e2f572aeee4fe971bc56.pdf,209b84f6166675b8879329e7e5a56c0a15d834c6fe97e2f572aeee4fe971bc56,Astral Limited,2018,145,HOLDOUT,False,True,True,141,1,0,0,0,0,0,0,25,7,113,119,0,8,True,8,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006I01046_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e1\f4\e1f48191c3aa007a4d2c0bd3f72076e67359fb7df62e6d2e3074cd381c566c71.pdf,e1f48191c3aa007a4d2c0bd3f72076e67359fb7df62e6d2e3074cd381c566c71,Astral Limited,2024,252,HOLDOUT,False,False,True,252,1,0,0,0,1,0,0,7,115,130,124,23,0,True,UNKNOWN,False,True,False,LONG,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE006I01046_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3b\08\3b08080af3d1d69a27620c06a97784b3bbb8fb5187a24b9c02f252a9ade6d6bf.pdf,3b08080af3d1d69a27620c06a97784b3bbb8fb5187a24b9c02f252a9ade6d6bf,Astral Limited,2025,239,HOLDOUT,False,False,True,239,0,0,1,0,0,0,0,6,113,120,175,107,0,False,NO_TOC,False,True,False,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE007A01025_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4c\64\4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b.pdf,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,Crisil Limited,2012,164,FIT,False,False,False,157,3,0,0,0,0,0,0,18,74,72,141,0,0,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE007A01025_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\41\9b\419ba79d4446909585bb873d122982ec626bab8417ea7ee877d5a93e1beb4ffc.pdf,419ba79d4446909585bb873d122982ec626bab8417ea7ee877d5a93e1beb4ffc,Crisil Limited,2013,188,FIT,True,False,False,183,3,0,0,0,0,0,0,48,54,86,162,0,0,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE007A01025_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ee\f4\eef4c6eec79325d71fcf4e4808347f30f0947430425c49376debec4bf3e6ffac.pdf,eef4c6eec79325d71fcf4e4808347f30f0947430425c49376debec4bf3e6ffac,Crisil Limited,2017,276,FIT,True,True,False,269,2,0,0,0,0,0,0,25,126,125,221,0,0,True,UNKNOWN,False,True,False,LONG,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE007A01025_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f3\87\f3870645c3d4c599bf761f37a76bbafbeed7a4ea95f67ae561e4ac5d4ccfd53d.pdf,f3870645c3d4c599bf761f37a76bbafbeed7a4ea95f67ae561e4ac5d4ccfd53d,Crisil Limited,2018,250,FIT,True,False,False,237,0,0,0,0,0,0,0,26,109,115,197,0,2,True,UNKNOWN,False,True,False,LONG,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE007A01025_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ba\5c\ba5ca28c77ae87453fbf869451bc15b09a14dfc6dbaee8cce13aed08c9767838.pdf,ba5ca28c77ae87453fbf869451bc15b09a14dfc6dbaee8cce13aed08c9767838,Crisil Limited,2024,435,FIT,True,True,False,431,2,0,3,0,0,0,0,28,175,232,430,41,297,True,UNKNOWN,False,True,True,VERY_LONG,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE007A01025_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4e\65\4e65d79ed0c336f5a97ae1664f18af9db7fbefbef30fafd35595dea0925c746a.pdf,4e65d79ed0c336f5a97ae1664f18af9db7fbefbef30fafd35595dea0925c746a,Crisil Limited,2025,373,FIT,False,False,False,373,1,0,6,0,0,0,0,22,159,192,371,0,8,True,UNKNOWN,False,True,True,LONG,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE008A01015_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a8\bc\a8bcd04d6ec38da4f503aa9c4abf9c51c264a617b4b6b18f56215224234695a0.pdf,a8bcd04d6ec38da4f503aa9c4abf9c51c264a617b4b6b18f56215224234695a0,IDBI Bank Limited,2012,229,FIT,True,False,False,229,0,0,188,0,0,0,0,36,60,133,127,95,0,True,UNKNOWN,False,True,False,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE008A01015_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\41\e7\41e7e3720ea2060b23a5c0aa91bafe3ab1f4bf165150f93f2195e4f5c6a54f4e.pdf,41e7e3720ea2060b23a5c0aa91bafe3ab1f4bf165150f93f2195e4f5c6a54f4e,IDBI Bank Limited,2013,202,FIT,False,False,False,202,2,0,0,0,1,0,0,11,89,102,171,0,0,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE008A01015_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\06\c8\06c8df4d32962c388909c765f4554c12635fd7fe3c2279b1ea51e08cbcc1210d.pdf,06c8df4d32962c388909c765f4554c12635fd7fe3c2279b1ea51e08cbcc1210d,IDBI Bank Limited,2017,390,FIT,True,False,False,382,1,4,0,0,4,0,0,62,138,190,383,0,381,True,UNKNOWN,True,True,False,VERY_LONG,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE008A01015_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\63\db\63dbce38652ba5a68ae68554303ea8e99478c7cd79450576e1f44535418f9345.pdf,63dbce38652ba5a68ae68554303ea8e99478c7cd79450576e1f44535418f9345,IDBI Bank Limited,2018,348,FIT,False,False,False,342,1,2,0,0,1,0,0,37,117,194,342,0,338,True,UNKNOWN,True,True,False,LONG,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE008A01015_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f7\9b\f79ba9e881edaa6cfb4a5b2b620e06ef589bc49d8d292000c0a1fc3571b0bdf2.pdf,f79ba9e881edaa6cfb4a5b2b620e06ef589bc49d8d292000c0a1fc3571b0bdf2,IDBI Bank Limited,2024,629,FIT,True,False,False,619,0,4,0,1,0,0,0,41,199,389,598,0,0,True,UNKNOWN,False,True,True,EXTREME,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE008A01015_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\79\b5\79b590350451bb6eedb98984b4bacd91b31380c85a6526816e55af8b97cd55b5.pdf,79b590350451bb6eedb98984b4bacd91b31380c85a6526816e55af8b97cd55b5,IDBI Bank Limited,2025,661,FIT,False,True,False,650,0,3,27,0,1,0,0,84,218,359,630,0,0,True,UNKNOWN,False,True,False,EXTREME,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE009A01021_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\7b\7b\7b7beda2e37b28d73a39a4250118c8ab04894fd7440a6abb6de203aede9eb576.pdf,7b7beda2e37b28d73a39a4250118c8ab04894fd7440a6abb6de203aede9eb576,Infosys Limited,2012,110,VALIDATION,False,True,False,106,0,1,0,0,0,0,0,6,68,36,69,77,12,True,12,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE009A01021_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a6\25\a6253e70f855ebedb03d9c5745f15b371c107a270fb9d1bff9952eb22fc15178.pdf,a6253e70f855ebedb03d9c5745f15b371c107a270fb9d1bff9952eb22fc15178,Infosys Limited,2013,159,VALIDATION,False,True,False,0,0,0,0,0,0,0,0,159,0,0,0,0,0,False,NO_TOC,False,False,False,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
