document_id,issuer,fiscal_year,split,page_index,condition,detector_status,evidence_details,original_verification_status,original_reviewer_type,original_reviewer_notes,reconciled_verification_status,reconciled_reviewer_type,reconciled_reviewer_notes,review_provenance_issue
INE001B01026_2018,KRBL Limited,2018,VALIDATION,18,duplicate_text,CANDIDATE,"{""document_id"": ""INE001B01026_2018"", ""page_index"": 18, ""condition_class"": ""EXACT_TEXT_OVERLAP"", ""text_snippet"": ""Annual Report 2017-18"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED"", ""notes"": ""iou=1.0""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: class=EXACT_TEXT_OVERLAP, snippet='Annual Report 2017-18'",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,8,duplicate_text,CANDIDATE,"{""document_id"": ""INE001B01026_2024"", ""page_index"": 8, ""condition_class"": ""NEAR_TEXT_OVERLAP"", ""text_snippet"": ""We transitioned from oil, wheat, and"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED"", ""notes"": ""iou=0.44""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: class=NEAR_TEXT_OVERLAP, snippet='We transitioned from oil, wheat, and'",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE001O01029_2024,Risa International Limited,2024,HOLDOUT,15,duplicate_text,CANDIDATE,"{""document_id"": ""INE001O01029_2024"", ""page_index"": 15, ""condition_class"": ""NEAR_TEXT_OVERLAP"", ""text_snippet"": ""Guidelines"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED"", ""notes"": ""iou=0.45""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: class=NEAR_TEXT_OVERLAP, snippet='Guidelines'",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2025,SJVN Limited,2025,HOLDOUT,13,duplicate_text,CANDIDATE,"{""document_id"": ""INE002L01015_2025"", ""page_index"": 13, ""condition_class"": ""NEAR_TEXT_OVERLAP"", ""text_snippet"": ""To consider"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED"", ""notes"": ""iou=0.8""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: class=NEAR_TEXT_OVERLAP, snippet='To consider'",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002S01010_2017,Mahanagar Gas Limited,2017,VALIDATION,10,duplicate_text,CANDIDATE,"{""document_id"": ""INE002S01010_2017"", ""page_index"": 10, ""condition_class"": ""EXACT_TEXT_OVERLAP"", ""text_snippet"": ""8   |    MAHANAGAR GAS LIMITED"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED"", ""notes"": ""iou=1.0""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: class=EXACT_TEXT_OVERLAP, snippet='8   |    MAHANAGAR GAS LIMITED'",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE003B01014_2018,Inter State Oil Carrier Ltd,2018,FIT,23,duplicate_text,CANDIDATE,"{""document_id"": ""INE003B01014_2018"", ""page_index"": 23, ""condition_class"": ""HIDDEN_TEXT_CANDIDATE"", ""text_snippet"": ""A"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED"", ""notes"": ""font_size=0.0707106813788414""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: class=HIDDEN_TEXT_CANDIDATE, snippet='A'",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE005E01013_2013,Ekansh Concepts Limited,2013,VALIDATION,7,duplicate_text,CANDIDATE,"{""document_id"": ""INE005E01013_2013"", ""page_index"": 7, ""condition_class"": ""NEAR_TEXT_OVERLAP"", ""text_snippet"": ""Shree Shakambhari Corporate park, Plot No. 156-158, Chakravarti Ashok Society,"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED"", ""notes"": ""iou=0.46""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: class=NEAR_TEXT_OVERLAP, snippet='Shree Shakambhari Corporate park, Plot N'",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE006I01046_2013,Astral Limited,2013,HOLDOUT,1,duplicate_text,CANDIDATE,"{""document_id"": ""INE006I01046_2013"", ""page_index"": 1, ""condition_class"": ""EXACT_TEXT_OVERLAP"", ""text_snippet"": ""POWERBRANDS"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED"", ""notes"": ""iou=1.0""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: class=EXACT_TEXT_OVERLAP, snippet='POWERBRANDS'",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2024,SJVN Limited,2024,HOLDOUT,0,bilingual_candidate,CANDIDATE,"{""document_id"": ""INE002L01015_2024"", ""page_index"": 0, ""devanagari_chars"": 116, ""latin_chars"": 962, ""is_hindi_page"": true, ""is_bilingual_page"": true, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: devanagari_chars=116, latin_chars=962",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2025,SJVN Limited,2025,HOLDOUT,0,bilingual_candidate,CANDIDATE,"{""document_id"": ""INE002L01015_2025"", ""page_index"": 0, ""devanagari_chars"": 116, ""latin_chars"": 1109, ""is_hindi_page"": true, ""is_bilingual_page"": true, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: devanagari_chars=116, latin_chars=1109",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2018,SJVN Limited,2018,HOLDOUT,23,annexure_candidate,CANDIDATE,"{""document_id"": ""INE002L01015_2018"", ""page_index"": 23, ""heading_text"": ""Management Discussion and Analysis \u2013 Annexure \u2013  I"", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='Management Discussion and Analysis – Ann',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2024,SJVN Limited,2024,HOLDOUT,3,annexure_candidate,CANDIDATE,"{""document_id"": ""INE002L01015_2024"", ""page_index"": 3, ""heading_text"": ""a. Management Discussion and Analysis - Annexure - I"", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='a. Management Discussion and Analysis - ',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2024,SJVN Limited,2024,HOLDOUT,173,annexure_candidate,CANDIDATE,"{""document_id"": ""INE002L01015_2024"", ""page_index"": 173, ""heading_text"": ""included  in  the  Management Discussion and Analysis,  Board's Report including Annexure to Board's"", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='included  in  the  Management Discussion',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2025,SJVN Limited,2025,HOLDOUT,3,annexure_candidate,CANDIDATE,"{""document_id"": ""INE002L01015_2025"", ""page_index"": 3, ""heading_text"": ""a. | Management Discussion and Analysis - Annexure-l"", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='a. | Management Discussion and Analysis ',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2025,SJVN Limited,2025,HOLDOUT,40,annexure_candidate,CANDIDATE,"{""document_id"": ""INE002L01015_2025"", ""page_index"": 40, ""heading_text"": ""Management Discussion and Analysis - Annexure - 1"", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='Management Discussion and Analysis - Ann',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE004E01016_2024,Span Divergent Limited,2024,FIT,40,annexure_candidate,CANDIDATE,"{""document_id"": ""INE004E01016_2024"", ""page_index"": 40, ""heading_text"": ""included in the Management Discussion and Analysis, Board\u2019s Report including Annexures to Board\u2019s Re"", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='included in the Management Discussion an',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE004Z01011_2025,Mac Hotels Limited,2025,FIT,43,annexure_candidate,CANDIDATE,"{""document_id"": ""INE004Z01011_2025"", ""page_index"": 43, ""heading_text"": ""Board\u2019s Report (including annexures thereto), Management Discussion and Analysis and Report on Corpo"", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='Board’s Report (including annexures ther',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE005E01013_2012,Ekansh Concepts Limited,2012,VALIDATION,15,annexure_candidate,CANDIDATE,"{""document_id"": ""INE005E01013_2012"", ""page_index"": 15, ""heading_text"": ""requirements thereof and Management Discussion and Analysis are given as an annexure to this report."", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='requirements thereof and Management Disc',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE006I01046_2012,Astral Limited,2012,HOLDOUT,20,annexure_candidate,CANDIDATE,"{""document_id"": ""INE006I01046_2012"", ""page_index"": 20, ""heading_text"": ""The Management Discussion & Analysis Report is provided as Annexure\u2013D to the Director's Report."", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='The Management Discussion & Analysis Rep',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE009A01021_2024,Infosys Limited,2024,VALIDATION,181,annexure_candidate,CANDIDATE,"{""document_id"": ""INE009A01021_2024"", ""page_index"": 181, ""heading_text"": ""in the Management Discussion and Analysis, Board\u2019s Report, including Annexures to Board\u2019s Report, Bu"", ""condition"": ""mda_heading_candidate"", ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,Model inspected: heading='in the Management Discussion and Analysi',NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE001B01026_2012,KRBL Limited,2012,VALIDATION,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE001B01026_2012"", ""mda_candidate_pages"": 2, ""annexure_candidate_pages"": 14, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 0, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=0, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE001O01029_2013,Risa International Limited,2013,HOLDOUT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE001O01029_2013"", ""mda_candidate_pages"": 4, ""annexure_candidate_pages"": 2, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 34, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=34, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE001O01029_2024,Risa International Limited,2024,HOLDOUT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE001O01029_2024"", ""mda_candidate_pages"": 4, ""annexure_candidate_pages"": 18, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 0, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=0, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE001O01029_2025,Risa International Limited,2025,HOLDOUT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE001O01029_2025"", ""mda_candidate_pages"": 4, ""annexure_candidate_pages"": 16, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 0, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=0, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002A01018_2024,Reliance Industries Limited,2024,FIT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE002A01018_2024"", ""mda_candidate_pages"": 12, ""annexure_candidate_pages"": 28, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 0, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=0, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002B01016_2024,MADALA HOLDINGS LIMITED,2024,HOLDOUT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE002B01016_2024"", ""mda_candidate_pages"": 7, ""annexure_candidate_pages"": 25, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 0, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=0, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE002L01015_2018,SJVN Limited,2018,HOLDOUT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE002L01015_2018"", ""mda_candidate_pages"": 4, ""annexure_candidate_pages"": 33, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 0, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=0, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE003B01014_2013,Inter State Oil Carrier Ltd,2013,FIT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE003B01014_2013"", ""mda_candidate_pages"": 4, ""annexure_candidate_pages"": 6, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 0, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=0, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE004E01016_2017,Span Divergent Limited,2017,FIT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE004E01016_2017"", ""mda_candidate_pages"": 3, ""annexure_candidate_pages"": 10, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 77, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=77, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
INE004Z01011_2025,Mac Hotels Limited,2025,FIT,0,combined_mda_candidate,CANDIDATE,"{""document_id"": ""INE004Z01011_2025"", ""mda_candidate_pages"": 3, ""annexure_candidate_pages"": 15, ""combined_mda_candidate"": true, ""deep_hierarchy_candidate"": false, ""outline_entries_count"": 9, ""detector_status"": ""CANDIDATE"", ""verification_status"": ""NOT_REVIEWED""}",MODEL_REVIEWED,gemini_assistant_model,"Model inspected: outline_entries_count=9, combined_mda_flag=True",NOT_REVIEWED,NONE,Provenance corrected: was auto-relabelled from json snippet without model inspection,AUTO_RELABELLED_WITHOUT_MODEL_INSPECTION
