sha256,company_id,cin,fy_end,doc_kind,cap_band,exchange,total_pages,path
78e81b08cebe7913b9f1584bef0f449d66d6e404f28c8161d5a88d24dbfd1e65,INE002S01010,,2018,digital,small,both,165,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\78\e8\78e81b08cebe7913b9f1584bef0f449d66d6e404f28c8161d5a88d24dbfd1e65.pdf
06c8df4d32962c388909c765f4554c12635fd7fe3c2279b1ea51e08cbcc1210d,INE008A01015,,2017,digital,small,both,390,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\06\c8\06c8df4d32962c388909c765f4554c12635fd7fe3c2279b1ea51e08cbcc1210d.pdf
63dbce38652ba5a68ae68554303ea8e99478c7cd79450576e1f44535418f9345,INE008A01015,,2018,digital,small,both,348,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\63\db\63dbce38652ba5a68ae68554303ea8e99478c7cd79450576e1f44535418f9345.pdf
177d0e4dc477f822973a7fe7cad58523f93ed89967280340d6bf452421ca5189,INE482A01020,,2018,digital,small,both,285,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\17\7d\177d0e4dc477f822973a7fe7cad58523f93ed89967280340d6bf452421ca5189.pdf
52b4f4ced950788a3c852bd9474f83c092f8a58fe9181c2cf7acb6dcfc612a6c,INE192B01031,,2017,digital,small,both,289,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\52\b4\52b4f4ced950788a3c852bd9474f83c092f8a58fe9181c2cf7acb6dcfc612a6c.pdf
141e69522edec37b5823a058ed210412a3774fd9f125548d6683e38cefdeb765,INE191H01014,,2017,digital,small,both,219,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\14\1e\141e69522edec37b5823a058ed210412a3774fd9f125548d6683e38cefdeb765.pdf
29781cdde4c132519a7ac8a70bf633d7b409249ca665611fec76c945b3f89e37,INE119A01028,,2018,digital,small,both,257,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\29\78\29781cdde4c132519a7ac8a70bf633d7b409249ca665611fec76c945b3f89e37.pdf
8626ed2609023d2906a47e8bcefc91749a4945e797ac4e3e861f68794f8ed54d,INE192B01031,,2018,mixed,small,both,244,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\86\26\8626ed2609023d2906a47e8bcefc91749a4945e797ac4e3e861f68794f8ed54d.pdf
4b9cd8aa0e62a3236733e450e4c9fe7a02b13177672f8a824ee351a9d35efe48,INE002S01010,,2017,mixed,small,both,173,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4b\9c\4b9cd8aa0e62a3236733e450e4c9fe7a02b13177672f8a824ee351a9d35efe48.pdf
bcbd2c26ca1aacccb1a7b7b68adf3fda2f10b09b27a0fcfbc255dc7072bd9324,INE005E01013,,2017,digital,micro,bse,90,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\bc\bd\bcbd2c26ca1aacccb1a7b7b68adf3fda2f10b09b27a0fcfbc255dc7072bd9324.pdf
79ffd006fc0fc6b8d97c28e00fa4f9eae09d63f6b84df1b48d15d2faf19bcfec,INE006C01015,,2018,digital,micro,bse,51,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\79\ff\79ffd006fc0fc6b8d97c28e00fa4f9eae09d63f6b84df1b48d15d2faf19bcfec.pdf
84dc91e82accd8ec6cd972fc26c149df1a90cd5aaf30c97d3579cb49cf4df2e4,INE002B01016,,2018,digital,micro,bse,147,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\84\dc\84dc91e82accd8ec6cd972fc26c149df1a90cd5aaf30c97d3579cb49cf4df2e4.pdf
1407c9446c3b97c2617117cdc5edfe0149680c7bb5812244623430ad4981ac2d,INE003B01014,,2018,digital,micro,bse,74,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\14\07\1407c9446c3b97c2617117cdc5edfe0149680c7bb5812244623430ad4981ac2d.pdf
7d6c7f1dff985bd0ddb0e3f676f1673c0a0a73c9a8e5561ea362e0c5b00118cc,INE001F01019,,2017,digital,micro,bse,48,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\7d\6c\7d6c7f1dff985bd0ddb0e3f676f1673c0a0a73c9a8e5561ea362e0c5b00118cc.pdf
81f182a29e1321adae44e7022763374fefd9b3fad75d51f94c8ef34b85f5e4f3,INE001O01029,,2017,digital,micro,bse,71,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\81\f1\81f182a29e1321adae44e7022763374fefd9b3fad75d51f94c8ef34b85f5e4f3.pdf
760754d9348d868700c6afe3a99e365241a5e0bcbe20f2930f9c7b24a417ffdb,INE002B01016,,2017,digital,micro,bse,113,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\76\07\760754d9348d868700c6afe3a99e365241a5e0bcbe20f2930f9c7b24a417ffdb.pdf
07d7ef68807f64353f662e3bbd38b9e1a76e9c448307381ed41ceee241c788a7,INE001O01029,,2018,digital,micro,bse,74,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\07\d7\07d7ef68807f64353f662e3bbd38b9e1a76e9c448307381ed41ceee241c788a7.pdf
ede8a4693046d2182c3a5cbc068c708305be3b5f2c09e30278d63de3e7ef01c8,INE003F01015,,2017,digital,micro,bse,60,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ed\e8\ede8a4693046d2182c3a5cbc068c708305be3b5f2c09e30278d63de3e7ef01c8.pdf
a7f1aa3e11271d82730e322f7bff4ff0bf937809e3bde6af26c1086426cd0393,INE001B01026,,2017,mixed,micro,both,237,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a7\f1\a7f1aa3e11271d82730e322f7bff4ff0bf937809e3bde6af26c1086426cd0393.pdf
b261b2932470e172246c535803ce1586dd99a4442f16a3aaf1f62bdfc3e4316d,INE714B01016,,2014,mixed,micro,bse,34,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\b2\61\b261b2932470e172246c535803ce1586dd99a4442f16a3aaf1f62bdfc3e4316d.pdf
fc3571e80cc578381676fdf3626f518a3f5138e1d28cd77482dc4e235911a8d0,INE001B01026,,2014,mixed,micro,both,112,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\fc\35\fc3571e80cc578381676fdf3626f518a3f5138e1d28cd77482dc4e235911a8d0.pdf
cff36dacff70715da6b6e09b4509abc9b9190ff15ed7bf2e4c840d8561f2f5b2,INE001B01026,,2018,mixed,micro,both,247,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\cf\f3\cff36dacff70715da6b6e09b4509abc9b9190ff15ed7bf2e4c840d8561f2f5b2.pdf
eb1db90ac4b641369bbef5c6fdec9cbe9848c6abe16943b39588d0cd8f3958fe,INE001F01019,,2018,mixed,micro,bse,79,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\eb\1d\eb1db90ac4b641369bbef5c6fdec9cbe9848c6abe16943b39588d0cd8f3958fe.pdf
73c9aba9314f2a879e5bba9d9bbec279f90505b62c16f97e2d893a89c124612e,INE004C01028,,2017,mixed,micro,bse,63,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\73\c9\73c9aba9314f2a879e5bba9d9bbec279f90505b62c16f97e2d893a89c124612e.pdf
abc0664bb0f83fc60b54898aef71b5554ae95a8eeb7fbe8a3a854309bd84224b,INE044A01036,,2025,digital,large,both,327,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ab\c0\abc0664bb0f83fc60b54898aef71b5554ae95a8eeb7fbe8a3a854309bd84224b.pdf
870be0ca867c1c562337a5319d09cac353a85dbb7907dce7c13ee47ad7af3e21,INE081A01020,,2024,digital,large,both,582,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\87\0b\870be0ca867c1c562337a5319d09cac353a85dbb7907dce7c13ee47ad7af3e21.pdf
7631720e90f7e7623b993c5d4109f008966516a7f08c193d5c6ba16e7f0af480,INE081A01020,,2025,digital,large,both,554,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\76\31\7631720e90f7e7623b993c5d4109f008966516a7f08c193d5c6ba16e7f0af480.pdf
fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,INE040A01034,,2024,digital,large,both,610,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\fc\d7\fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e.pdf
b0a9bb9e802aff5f09733b8c78c88e9878732ac46e0fb29754c6da87ad47326a,INE009A01021,,2024,digital,large,both,353,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b0\a9\b0a9bb9e802aff5f09733b8c78c88e9878732ac46e0fb29754c6da87ad47326a.pdf
cef9cf09cefa71094985018a88b936733ff2c3a02b7cc6cd772fdeb8b75a9c97,INE154A01025,,2024,digital,large,both,456,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ce\f9\cef9cf09cefa71094985018a88b936733ff2c3a02b7cc6cd772fdeb8b75a9c97.pdf
875360e8667a46c33d0e33859b4cf363a6cdf68754e3220db9ce77b62fae434a,INE040A01034,,2025,digital,large,both,591,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\87\53\875360e8667a46c33d0e33859b4cf363a6cdf68754e3220db9ce77b62fae434a.pdf
dbb9d8021b365cc095ef9e5c6917e4ec4fe7cca079672ece3beb6284128c9343,INE044A01036,,2024,digital,large,both,313,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\db\b9\dbb9d8021b365cc095ef9e5c6917e4ec4fe7cca079672ece3beb6284128c9343.pdf
6b4cb6251ee52c35e7b2d0744089f7dcaba4da86f64a522ff249d0aa376e0925,INE154A01025,,2025,digital,large,both,428,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\6b\4c\6b4cb6251ee52c35e7b2d0744089f7dcaba4da86f64a522ff249d0aa376e0925.pdf
4e65d79ed0c336f5a97ae1664f18af9db7fbefbef30fafd35595dea0925c746a,INE007A01025,,2025,digital,mid,both,373,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4e\65\4e65d79ed0c336f5a97ae1664f18af9db7fbefbef30fafd35595dea0925c746a.pdf
ba5ca28c77ae87453fbf869451bc15b09a14dfc6dbaee8cce13aed08c9767838,INE007A01025,,2024,digital,mid,both,435,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ba\5c\ba5ca28c77ae87453fbf869451bc15b09a14dfc6dbaee8cce13aed08c9767838.pdf
8d50b3dacf0a39d2e58cacad0375beb7d2a23f8899472c598eea915405d35e30,INE151A01013,,2024,digital,mid,both,195,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\8d\50\8d50b3dacf0a39d2e58cacad0375beb7d2a23f8899472c598eea915405d35e30.pdf
3b08080af3d1d69a27620c06a97784b3bbb8fb5187a24b9c02f252a9ade6d6bf,INE006I01046,,2025,digital,mid,both,239,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3b\08\3b08080af3d1d69a27620c06a97784b3bbb8fb5187a24b9c02f252a9ade6d6bf.pdf
1894487aceade75f001e04e7e39ed74fb44381b25927f7c05c9e424c42ba1b40,INE226A01021,,2024,digital,mid,both,460,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\18\94\1894487aceade75f001e04e7e39ed74fb44381b25927f7c05c9e424c42ba1b40.pdf
e1f48191c3aa007a4d2c0bd3f72076e67359fb7df62e6d2e3074cd381c566c71,INE006I01046,,2024,digital,mid,both,252,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e1\f4\e1f48191c3aa007a4d2c0bd3f72076e67359fb7df62e6d2e3074cd381c566c71.pdf
0931a7abc8ca646c5dc6afde716db8fbda9223e5f30f1a1f4f14bf59daf55ed6,INE797F01020,,2025,digital,mid,both,164,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\09\31\0931a7abc8ca646c5dc6afde716db8fbda9223e5f30f1a1f4f14bf59daf55ed6.pdf
e2027f21bb684518e643f74b01ba21eb54e8c5f42696af3cc255ed4f241ba47e,INE761H01022,,2025,digital,mid,both,202,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e2\02\e2027f21bb684518e643f74b01ba21eb54e8c5f42696af3cc255ed4f241ba47e.pdf
9eea027a8f86f6f5bc196f6e14bc07b67db2c56c9cd4d6d137334b06b9634bbf,INE171A01029,,2025,digital,mid,both,421,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\9e\ea\9eea027a8f86f6f5bc196f6e14bc07b67db2c56c9cd4d6d137334b06b9634bbf.pdf
730233fd582027ea7c09a53e3df0aee73afc2949e38cbbf8c6f852f9681fe75f,INE002L01015,,2024,mixed,mid,both,241,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\73\02\730233fd582027ea7c09a53e3df0aee73afc2949e38cbbf8c6f852f9681fe75f.pdf
bbc5156db65cead9890e170eba069390b43aad1948b69ef52fa8b42d594f765e,INE00LO01017,,2024,digital,small,both,129,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\bb\c5\bbc5156db65cead9890e170eba069390b43aad1948b69ef52fa8b42d594f765e.pdf
814886152ee1e682bc610e861e41d1806f6531eef5bd1c9f472c5abfc75972cc,INE192B01031,,2024,digital,small,both,435,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\81\48\814886152ee1e682bc610e861e41d1806f6531eef5bd1c9f472c5abfc75972cc.pdf
b0c5d9e610ca5676a1a408a459a8531441816becf9a757471c546262c15f7356,INE002S01010,,2024,digital,small,both,172,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b0\c5\b0c5d9e610ca5676a1a408a459a8531441816becf9a757471c546262c15f7356.pdf
1d26601c877ba57cf163f9454174ce45cfdb803b777345c44bf7e7a3103586f2,INE119A01028,,2024,digital,small,both,414,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\1d\26\1d26601c877ba57cf163f9454174ce45cfdb803b777345c44bf7e7a3103586f2.pdf
b59ae03a8541538b39baae54453536722f03b6c4ebe9dc62208bd450ed901c2b,INE191H01014,,2024,digital,small,both,172,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b5\9a\b59ae03a8541538b39baae54453536722f03b6c4ebe9dc62208bd450ed901c2b.pdf
f51fa2ce953846c8906a5e2fb6f2e7e9766ac305a7e3ddc2e4482e51039169db,INE191H01014,,2025,digital,small,both,309,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f5\1f\f51fa2ce953846c8906a5e2fb6f2e7e9766ac305a7e3ddc2e4482e51039169db.pdf
0cd2d75144a18f342cc451f489feaacd6ee6dfe5304b268f4d485267f43051c2,INE00FF01025,,2025,digital,small,both,241,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\0c\d2\0cd2d75144a18f342cc451f489feaacd6ee6dfe5304b268f4d485267f43051c2.pdf
9b8c4a3c89885f392061f293f0afe18128be2bcbec5666f62255ea974937ba57,INE00E101023,,2025,digital,small,both,354,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\9b\8c\9b8c4a3c89885f392061f293f0afe18128be2bcbec5666f62255ea974937ba57.pdf
599fa0156caf55027fa2a482979b5288311ed46e5c2b0464f812146540f35e6d,INE482A01020,,2025,digital,small,both,187,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\59\9f\599fa0156caf55027fa2a482979b5288311ed46e5c2b0464f812146540f35e6d.pdf
79b590350451bb6eedb98984b4bacd91b31380c85a6526816e55af8b97cd55b5,INE008A01015,,2025,mixed,small,both,661,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\79\b5\79b590350451bb6eedb98984b4bacd91b31380c85a6526816e55af8b97cd55b5.pdf
c649947487fb9b43909572987333bddab11b0227b33c0a7094d7c50654eef657,INE119A01028,,2025,mixed,small,both,482,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c6\49\c649947487fb9b43909572987333bddab11b0227b33c0a7094d7c50654eef657.pdf
07ecda71317e04d48499e654f42b294123694064ac48948f19d88c60f34bcd8f,INE192B01031,,2025,mixed,small,both,463,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\07\ec\07ecda71317e04d48499e654f42b294123694064ac48948f19d88c60f34bcd8f.pdf
630adfbb19a1f021a2353d6f92831bdb4deec4ac32005be839ac336ba6da8902,INE006C01015,,2024,digital,micro,bse,62,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\63\0a\630adfbb19a1f021a2353d6f92831bdb4deec4ac32005be839ac336ba6da8902.pdf
7a4f1a963222265043d2cc62f24d525cbd85af2da8342fa248089ecce38296e4,INE004Z01011,,2025,digital,micro,bse,92,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\7a\4f\7a4f1a963222265043d2cc62f24d525cbd85af2da8342fa248089ecce38296e4.pdf
15a71c45b368a79f9c0a185740eb97876582915dad14cbca7567e8b46ba1b450,INE003F01015,,2025,digital,micro,bse,89,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\15\a7\15a71c45b368a79f9c0a185740eb97876582915dad14cbca7567e8b46ba1b450.pdf
22b287d7c3e3306dcb741a0e2551d5ad7d1dfb4670aca4ecda4d9156bc8a8630,INE001O01029,,2024,digital,micro,bse,96,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\22\b2\22b287d7c3e3306dcb741a0e2551d5ad7d1dfb4670aca4ecda4d9156bc8a8630.pdf
67439158974b6f3dca1e27d73c7272949391b886f8ea55086a4e2b6a66e9acd8,INE002B01016,,2025,digital,micro,bse,119,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\67\43\67439158974b6f3dca1e27d73c7272949391b886f8ea55086a4e2b6a66e9acd8.pdf
8944db14283b448a6e1fe1d873cdad5b01643593bc0d5dbfd043fb82a9aaee3f,INE004E01016,,2025,digital,micro,bse,95,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\89\44\8944db14283b448a6e1fe1d873cdad5b01643593bc0d5dbfd043fb82a9aaee3f.pdf
b4223457258a5d8fb358ca768daa652f7b987ca753ef478857e84049bcff3468,INE001E01012,,2024,digital,micro,both,179,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\pilot_store\blobs\b4\22\b4223457258a5d8fb358ca768daa652f7b987ca753ef478857e84049bcff3468.pdf
445f0d7dc6b77177994abb8d1aecd92c6ddac70f71b7d21bfa232bc6e524610f,INE006C01015,,2025,digital,micro,bse,63,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\44\5f\445f0d7dc6b77177994abb8d1aecd92c6ddac70f71b7d21bfa232bc6e524610f.pdf
b94f484e5c56c1a354763aab059fd81c53e867128c2f321ec5fdf51a401b2606,INE001O01029,,2025,digital,micro,bse,104,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b9\4f\b94f484e5c56c1a354763aab059fd81c53e867128c2f321ec5fdf51a401b2606.pdf
3febf85887da6640e50371d6d726ada073275da379f5406dfcb2a3bb86bfb46f,INE005E01013,,2024,mixed,micro,bse,162,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3f\eb\3febf85887da6640e50371d6d726ada073275da379f5406dfcb2a3bb86bfb46f.pdf
22d87e86093fe19cc7250f3a282dc9bff3536ac5fe4b2bde81fca1f73a29e7c5,INE005E01013,,2025,mixed,micro,bse,148,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\22\d8\22d87e86093fe19cc7250f3a282dc9bff3536ac5fe4b2bde81fca1f73a29e7c5.pdf
2077b668cbc7290b91420f4a49abfb0585df84bddfdbc03cd94fac8bc6412914,INE004C01028,,2024,scanned,micro,bse,68,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\20\77\2077b668cbc7290b91420f4a49abfb0585df84bddfdbc03cd94fac8bc6412914.pdf
