document_id,company_id,company,FY,physical_page,source_pdf_sha256,page_width,page_height,raster_image_count,largest_raster_area_fraction,total_raster_area_fraction,full_page_raster,dominant_raster_image,native_text_present,estimated_dpi_width,estimated_dpi_height,estimated_dpi,dpi_status,skew_angle,skew_status,skew_method,skew_confidence,contrast,contrast_status,contrast_method,noise_speckle,noise_status,noise_method,blur,blur_status,blur_method,scan_quality,scan_quality_rule_version,measurement_status,analysis_resolution,preprocessing_version,provenance,reason_codes,image_index,image_xref,image_bbox
INE007A01025_2012,INE007A01025,Crisil Limited,2012,11,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,2,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,12,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,2,0.0867,0.1469,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,13,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,1,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,14,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,1,0.0226,0.05,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,806.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,15,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.0867,0.395,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,16,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0834,0.3756,False,xref_47_idx_2,True,100.18,100.34,100.18,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,2,47,"42.5,621.0,292.6,788.2"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,17,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.0867,0.395,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,18,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0843,0.3756,False,xref_56_idx_1,True,100.28,100.15,100.15,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,1,56,"41.4,413.6,292.7,581.8"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,19,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.0867,0.395,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,20,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0843,0.3756,False,xref_65_idx_0,True,100.28,100.19,100.19,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,65,"41.4,413.6,292.7,581.7"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,21,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.0867,0.395,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,22,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0997,0.3812,False,xref_77_idx_2,True,100.12,100.12,100.12,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,2,77,"34.8,621.3,309.5,803.3"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,23,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.191,0.4175,False,xref_80_idx_0,True,100.22,100.13,100.13,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,80,"38.5,176.7,290.7,556.4"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,24,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,6,0.0845,0.4544,False,xref_85_idx_0,True,100.25,100.04,100.04,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,85,"41.3,201.7,292.7,370.1"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,25,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.0867,0.395,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,26,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0843,0.3756,False,xref_97_idx_1,True,100.08,100.09,100.08,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,1,97,"41.5,437.5,292.6,605.8"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,27,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.1148,0.4275,False,xref_101_idx_0,True,100.18,100.07,100.07,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,101,"38.7,197.4,291.7,424.7"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,28,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,3,0.084,0.1731,False,xref_107_idx_0,True,100.01,100.17,100.01,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,107,"41.5,201.7,292.7,369.1"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,29,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,7,0.0867,0.4175,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,6,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,30,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,7,0.0597,0.4106,False,xref_120_idx_2,True,100.33,100.21,100.21,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,2,120,"397.9,440.4,554.3,631.5"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,31,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,12,0.0867,0.5637,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,11,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,32,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,7,0.0551,0.3912,False,xref_143_idx_4,True,100.41,100.22,100.22,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,4,143,"383.6,99.4,523.5,297.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,33,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0867,0.4062,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,4,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,34,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0867,0.4169,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,35,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,3,0.0867,0.3275,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,2,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,36,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,6,0.1658,0.4781,False,xref_166_idx_3,True,100.15,100.2,100.15,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,166,"7.3,458.0,315.7,727.5"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,37,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0867,0.53,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,4,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,38,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,10,0.1315,0.5719,False,xref_176_idx_0,True,100.21,100.02,100.02,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,176,"41.2,284.9,298.4,541.2"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,39,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,3,0.0867,0.3275,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,2,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,40,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,15,0.4795,0.9613,False,,True,235.43,209.78,209.78,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,11,0,"0.0,0.0,462.7,519.3"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,41,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,13,0.3349,0.9563,False,,True,309.64,200.0,200.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,2,0,"266.0,75.9,595.3,585.7"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,42,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,21,0.5082,0.99,True,xref_272_idx_1,True,135.06,134.91,134.91,measured,-0.2,measured,projection_profile_variance_v1,0.267,0.6392,measured,interdecile_p95_p05_v1,0.0077,measured,median3x3_residual_v1,1387.85,measured,laplacian_variance_v1,unscored,none,measured,150,pm3_canonical_v1_150dpi_gray,scanned,year_unproven;span_truncated,1,272,"134.2,9.0,595.3,561.4"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,43,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,19,0.3991,0.9606,False,,True,217.88,218.75,217.88,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,10,0,"0.0,0.0,448.1,446.3"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,44,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,7,0.1416,0.4288,False,xref_323_idx_0,True,102.75,102.75,102.75,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,323,"280.3,108.1,574.7,349.1"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,45,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,6,0.1844,0.5075,False,xref_332_idx_1,True,100.64,95.19,95.19,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,1,332,"0.0,425.7,246.8,800.1"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,46,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.3073,0.55,False,xref_339_idx_0,True,124.11,124.11,124.11,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,339,"200.6,356.7,593.9,748.3"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,47,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,1,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,48,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0867,0.2969,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,49,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.0867,0.275,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,50,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,5,0.0867,0.2856,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,3,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,51,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,1,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,52,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,2,0.0867,0.1469,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,1,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,53,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,1,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,54,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,2,0.0867,0.1469,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,1,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,55,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,1,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,56,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,2,0.0867,0.1469,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,1,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,57,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,1,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,58,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,2,0.0867,0.1469,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,1,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,59,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,1,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,60,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,4,0.0867,0.1469,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,1,0,"0.0,752.0,595.3,825.0"
INE007A01025_2012,INE007A01025,Crisil Limited,2012,61,4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,595.28,841.89,2,0.0867,0.125,False,,True,72.09,72.0,72.0,measured,,not_applicable,projection_profile_variance_v1,,,not_applicable,interdecile_p95_p05_v1,,not_applicable,median3x3_residual_v1,,not_applicable,laplacian_variance_v1,unscored,none,not_applicable,150,pm3_canonical_v1_150dpi_gray,native,year_unproven;span_truncated,0,0,"0.0,752.0,595.3,825.0"
