observation_id,company_id,company_name,FY,expected,discovered,downloaded,identity_verified,mda_located,accepted,first_failed_stage,first_failed_reason_code,secondary_reason_codes,authoritative_artifact_id,authoritative_artifact_sha256,discovery_source_ids,discovery_source_types,era,cap_band,exchange,universe_rule_version,era_definition_version,cap_band_definition_version,exchange_definition_version,data_cutoff_timestamp,terminal_state
INE007A01025::FY2018,INE007A01025,Crisil Limited,2018,True,True,True,False,True,False,IDENTITY,year_unproven,span_truncated,f3870645c3d4c599bf761f37a76bbafbeed7a4ea95f67ae561e4ac5d4ccfd53d,f3870645c3d4c599bf761f37a76bbafbeed7a4ea95f67ae561e4ac5d4ccfd53d,aa51a2668f|dc4e7ef06e,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE007A01025::FY2019,INE007A01025,Crisil Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,35fef86c52|524112ecb3,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE007A01025::FY2020,INE007A01025,Crisil Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,71ef36100f|bab0153642,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE007A01025::FY2021,INE007A01025,Crisil Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,6dbe00ad8d|e56c39a540,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE007A01025::FY2022,INE007A01025,Crisil Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,1a2dae5b52|1af980b276|fc5b44f27a,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE007A01025::FY2023,INE007A01025,Crisil Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,1414441eef|93a92a3ece,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE007A01025::FY2024,INE007A01025,Crisil Limited,2024,True,True,True,True,True,True,,,,ba5ca28c77ae87453fbf869451bc15b09a14dfc6dbaee8cce13aed08c9767838,ba5ca28c77ae87453fbf869451bc15b09a14dfc6dbaee8cce13aed08c9767838,59398944c2|d9024e0039,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE007A01025::FY2025,INE007A01025,Crisil Limited,2025,True,True,True,False,True,False,IDENTITY,year_unproven,span_truncated,4e65d79ed0c336f5a97ae1664f18af9db7fbefbef30fafd35595dea0925c746a,4e65d79ed0c336f5a97ae1664f18af9db7fbefbef30fafd35595dea0925c746a,91df9d84ce|ec90129538,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE151A01013::FY2010,INE151A01013,Tata Communications Limited,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,342cc2b0d3|49ba491a3f,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2011,INE151A01013,Tata Communications Limited,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,6b6a2b81ee|b6a414f554,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2012,INE151A01013,Tata Communications Limited,2012,True,True,True,True,True,True,,,,29b68699a9c265cc5df77a46b11d0e1507ac272c86b9db8c480351b314134ad0,29b68699a9c265cc5df77a46b11d0e1507ac272c86b9db8c480351b314134ad0,04ac45a08f|7b3a5e48a0,bse|nse|screener,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE151A01013::FY2013,INE151A01013,Tata Communications Limited,2013,True,True,True,True,True,True,,,,37a21f8e4f7cc3c811a2a8b270b75a1ed60ac4b210e9fc9d0aabcde7eb78ecab,37a21f8e4f7cc3c811a2a8b270b75a1ed60ac4b210e9fc9d0aabcde7eb78ecab,375a2d8008|77dd631ad1,bse|nse|screener,E2_BRreport_FY2013-2014,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE151A01013::FY2014,INE151A01013,Tata Communications Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,16f753a599|d16a90f571,bse|nse|screener,E2_BRreport_FY2013-2014,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2015,INE151A01013,Tata Communications Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,359b8d8f3b|4162bd5712,bse|nse|screener,E3_CompaniesAct2013_FY2015,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2016,INE151A01013,Tata Communications Limited,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,39fd1037a1|d4e192b357,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2017,INE151A01013,Tata Communications Limited,2017,True,True,True,True,True,True,,,,c65d2ada7910502e7ccc83992c98f68ad4bade44b0e1cd58a55b3bd1775d5803,c65d2ada7910502e7ccc83992c98f68ad4bade44b0e1cd58a55b3bd1775d5803,7b81d12069|b62d0cb276,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE151A01013::FY2018,INE151A01013,Tata Communications Limited,2018,True,True,True,True,True,True,,,,1b050de55772f50d63f6e8ccf5ab97a49db64ff5caadb39b8b01325e5f9acf6b,1b050de55772f50d63f6e8ccf5ab97a49db64ff5caadb39b8b01325e5f9acf6b,d494c8420c|e688f7d628,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE151A01013::FY2019,INE151A01013,Tata Communications Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,31cea320c2|56948d5da5,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2020,INE151A01013,Tata Communications Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,05a3e95d07|676b1a5dd1,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2021,INE151A01013,Tata Communications Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,82eb483451|97302b34bc,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2022,INE151A01013,Tata Communications Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,c1d881dd14|c81fb78aa3,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2023,INE151A01013,Tata Communications Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,3b3eeaf0f2|66977017d4|8008f2baef,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE151A01013::FY2024,INE151A01013,Tata Communications Limited,2024,True,True,True,True,True,True,,,,8d50b3dacf0a39d2e58cacad0375beb7d2a23f8899472c598eea915405d35e30,8d50b3dacf0a39d2e58cacad0375beb7d2a23f8899472c598eea915405d35e30,324fb35920|5331ba761c,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE151A01013::FY2025,INE151A01013,Tata Communications Limited,2025,True,True,True,True,True,True,,,,9bcbcecb4113f4a7ee5360e55d869880c779d66dbefa19007ae1c8ab220b305b,9bcbcecb4113f4a7ee5360e55d869880c779d66dbefa19007ae1c8ab220b305b,15ef99892a|251d21d15f,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE171A01029::FY2010,INE171A01029,The Federal Bank  Limited,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,243b6c6b1d|3cc55d3669,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2011,INE171A01029,The Federal Bank  Limited,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,43cffd047d|daa38ca4ed,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2012,INE171A01029,The Federal Bank  Limited,2012,True,True,True,True,True,False,ACCEPTANCE,section_leak,order_scrambled|span_truncated,e86db8c8662456ca12b99c9afb18c30dd0b717413d4335c599f5ceadec773076,e86db8c8662456ca12b99c9afb18c30dd0b717413d4335c599f5ceadec773076,000612f387|9ec3d6e7fc,bse|nse|screener,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE171A01029::FY2013,INE171A01029,The Federal Bank  Limited,2013,True,True,True,True,True,False,ACCEPTANCE,section_leak,span_truncated,6b4f799f452c9c8bccfe514aec03cc440aaaf164880f92dedd309e9d89963062,6b4f799f452c9c8bccfe514aec03cc440aaaf164880f92dedd309e9d89963062,46fd121c26|df65cf1a8b,bse|nse|screener,E2_BRreport_FY2013-2014,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE171A01029::FY2014,INE171A01029,The Federal Bank  Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,343366a827|6ebe622c54,bse|nse|screener,E2_BRreport_FY2013-2014,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2015,INE171A01029,The Federal Bank  Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,5e0fa6ec5c|cae764db8f,bse|nse|screener,E3_CompaniesAct2013_FY2015,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2016,INE171A01029,The Federal Bank  Limited,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,38a0de9ebb|7afac25313,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2017,INE171A01029,The Federal Bank  Limited,2017,True,True,True,True,True,True,,,,0eff7ba82b8e5811a09d2ead5189605ce1cfbca072bee5b0f57f003b91b08769,0eff7ba82b8e5811a09d2ead5189605ce1cfbca072bee5b0f57f003b91b08769,464d816000|8e736b56a4,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE171A01029::FY2018,INE171A01029,The Federal Bank  Limited,2018,True,True,True,True,True,True,,,,d1b6a479cc7e28829f2f786ac2e46208b2b2f4d4a59ec0b30cb47421a3aeeaa0,d1b6a479cc7e28829f2f786ac2e46208b2b2f4d4a59ec0b30cb47421a3aeeaa0,824f4a2c32|bfd540c080,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE171A01029::FY2019,INE171A01029,The Federal Bank  Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,41415d193c|4c4c34fdda,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2020,INE171A01029,The Federal Bank  Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,2797a3ffba|308de83a3c,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2021,INE171A01029,The Federal Bank  Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,0d4ed92bb0|be1f9f75db,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2022,INE171A01029,The Federal Bank  Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,7b4b829e5e|ae0e0bd7b5,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2023,INE171A01029,The Federal Bank  Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,2b11e69673|5b0c9bec37|5ee54842c7|8012629693,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE171A01029::FY2024,INE171A01029,The Federal Bank  Limited,2024,True,True,True,True,True,True,,,,f3b76769d526798f8db2e84d197469be97b24c070ddcf1bde2506e6d4205ef59,f3b76769d526798f8db2e84d197469be97b24c070ddcf1bde2506e6d4205ef59,9db69a54f9|fba9a897fb,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE171A01029::FY2025,INE171A01029,The Federal Bank  Limited,2025,True,True,True,True,True,True,,,,9eea027a8f86f6f5bc196f6e14bc07b67db2c56c9cd4d6d137334b06b9634bbf,9eea027a8f86f6f5bc196f6e14bc07b67db2c56c9cd4d6d137334b06b9634bbf,164de3ffaf|7e403e921d,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE226A01021::FY2010,INE226A01021,Voltas Limited,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,743885dc22|9cbaef4a37,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2011,INE226A01021,Voltas Limited,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,07954bcc05|cd14c4beac,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2012,INE226A01021,Voltas Limited,2012,True,True,True,False,False,False,IDENTITY,mda_not_located,,d79a05fd419ea504728658a5dbba78ea5ca806a67115c27e41548555eadb4b06,d79a05fd419ea504728658a5dbba78ea5ca806a67115c27e41548555eadb4b06,48131e89c0|7f055ec7c0,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE226A01021::FY2013,INE226A01021,Voltas Limited,2013,True,True,True,True,True,False,ACCEPTANCE,source_shredded,,e21553df4c21f11c35ecbc9ae0fdbb7891057bcf2c93a874d06438c7448e3901,e21553df4c21f11c35ecbc9ae0fdbb7891057bcf2c93a874d06438c7448e3901,022b6a13b3|1d94085b57|69605c3fcf,bse|nse|screener,E2_BRreport_FY2013-2014,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE226A01021::FY2014,INE226A01021,Voltas Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,66f5699d74|84f3ac5558,bse|nse|screener,E2_BRreport_FY2013-2014,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2015,INE226A01021,Voltas Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,a2d49e613a|f6926fc3ff,bse|nse|screener,E3_CompaniesAct2013_FY2015,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2016,INE226A01021,Voltas Limited,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,6d926db3d5|803f9a2997,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2017,INE226A01021,Voltas Limited,2017,True,True,True,True,True,True,,,,4dff5dd592bd347194798f9e25e96f3531db7a5d0961fb6434544a4f0234e6bf,4dff5dd592bd347194798f9e25e96f3531db7a5d0961fb6434544a4f0234e6bf,05de2be45e|7f9ae6941f,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE226A01021::FY2018,INE226A01021,Voltas Limited,2018,True,True,True,True,True,True,,,,c8d336a0196c0ad223fee41601386b8f512a7a4829d98c7db8368a9ff2abda7e,c8d336a0196c0ad223fee41601386b8f512a7a4829d98c7db8368a9ff2abda7e,087ee39c85|55ab99d47f,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE226A01021::FY2019,INE226A01021,Voltas Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,86be425e61|9f3ca11e2a,bse|nse|screener,E4_IndAS_FY2016-2019,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2020,INE226A01021,Voltas Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,70241dd5dd|dad6daa8e6,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2021,INE226A01021,Voltas Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,79012c27e8|859ce4551e,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2022,INE226A01021,Voltas Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,2c3f340344|ee08a3985b,bse|nse|screener,E5_MandatedRatios_FY2020-2022,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2023,INE226A01021,Voltas Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,9284b78355|9bfd0ef7c8|a6397c624c,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE226A01021::FY2024,INE226A01021,Voltas Limited,2024,True,True,True,True,True,False,ACCEPTANCE,span_truncated,,1894487aceade75f001e04e7e39ed74fb44381b25927f7c05c9e424c42ba1b40,1894487aceade75f001e04e7e39ed74fb44381b25927f7c05c9e424c42ba1b40,9d2499a535|b3412e5692|efd61977b0,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE226A01021::FY2025,INE226A01021,Voltas Limited,2025,True,True,True,True,True,True,,,,dd2809d9995af9172a3c9bdfb93fa60752f244998703362a444a4e15dc559c7f,dd2809d9995af9172a3c9bdfb93fa60752f244998703362a444a4e15dc559c7f,db3d43882c|e03052f055,bse|nse|screener,E6_BRSR_FY2023-2025,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE761H01022::FY2010,INE761H01022,Page Industries Limited,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,0e871c2bad|94d7e3db75,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE761H01022::FY2011,INE761H01022,Page Industries Limited,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,256f1eb2d5|2d32a5eb5f,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE761H01022::FY2012,INE761H01022,Page Industries Limited,2012,True,True,True,True,True,True,,,,3fadc2ee4bc3a2e6afe0c81cc5110982b27324e5fd1ffa5a5e36dfd2efa1442a,3fadc2ee4bc3a2e6afe0c81cc5110982b27324e5fd1ffa5a5e36dfd2efa1442a,14774e1d65|d6ffc22e94,bse|nse,E1_pre2013_FY2010-2012,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE761H01022::FY2013,INE761H01022,Page Industries Limited,2013,True,True,True,True,True,True,,,,e75eb3c9e6a3a73f18f96a2906419a4221c8e9406c713ca976cc82306110de45,e75eb3c9e6a3a73f18f96a2906419a4221c8e9406c713ca976cc82306110de45,4cc3033719|bded3b7755|c308417840,bse|nse|screener,E2_BRreport_FY2013-2014,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE761H01022::FY2014,INE761H01022,Page Industries Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,c9984e03bc|e61324e604,bse|nse|screener,E2_BRreport_FY2013-2014,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE761H01022::FY2015,INE761H01022,Page Industries Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,8de55dcaa6|c20cb6788b|f16d66e2cd,bse|nse|screener,E3_CompaniesAct2013_FY2015,mid,both,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
