document_id,physical_page,page_count,char_count,word_count,image_area_frac,text_area_frac,n_images,n_columns,orientation,page_width,page_height,kind,script,mojibake_ratio,dpi_estimate,cid_or_broken_text_indicator,u_fffd_indicator_unavailable,render_mode_ocr_layer_indicator,hidden_duplicate_text_indicator,evidence_status
INE002L01015_2018,11,229,5196,833,0.0063,0.7119,1,1,0,594.0,756.0,digital,latin,0.0,280,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,12,229,6367,1031,0.0,0.7525,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,13,229,5614,927,0.0,0.7725,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,14,229,4559,708,0.0,0.6675,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,15,229,3555,577,0.3,0.4275,1,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,16,229,7250,1179,0.0,0.775,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,17,229,4474,683,0.005,0.5525,1,1,0,594.0,756.0,digital,latin,0.0,249,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,18,229,5345,821,0.0,0.7325,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,19,229,6143,970,0.0,0.7325,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,20,229,6176,945,0.0,0.7113,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,21,229,6159,979,0.0,0.7006,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,22,229,7539,1073,0.0,0.775,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,23,229,5687,852,0.0,0.7588,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,24,229,6595,996,0.0,0.7712,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,25,229,6043,896,0.0075,0.7419,1,1,0,594.0,756.0,digital,latin,0.0,181,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,26,229,5866,886,0.0,0.7525,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,27,229,5970,923,0.0,0.7575,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,28,229,5354,823,0.0,0.7494,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,29,229,6263,947,0.0,0.7669,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,30,229,5586,825,0.0,0.75,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,31,229,5950,924,0.0,0.7662,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,32,229,5133,751,0.0,0.7294,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,33,229,5481,823,0.0,0.7575,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,34,229,5178,795,0.0,0.6925,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,35,229,4123,618,0.0,0.6769,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,36,229,5722,858,0.0,0.7619,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,37,229,4560,707,0.0,0.6525,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,38,229,6249,489,0.0063,0.7262,1,1,0,594.0,756.0,broken_text,latin,0.13376,150,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,39,229,6315,889,0.0112,0.7488,2,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,40,229,2521,394,0.0,0.6706,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,41,229,3216,475,0.0,0.4387,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,42,229,3270,486,0.0,0.6369,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,43,229,3453,500,0.0088,0.5162,1,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,44,229,6330,956,0.0,0.7531,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,45,229,6000,864,0.0,0.7412,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,46,229,4478,673,0.0,0.6706,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,47,229,2716,335,0.0225,0.6156,2,3,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,48,229,3828,541,0.0,0.6181,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,49,229,2450,425,0.0,0.55,0,2,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,50,229,5985,904,0.0,0.7538,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,51,229,5652,849,0.0,0.7394,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,52,229,6041,895,0.0,0.7606,0,2,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,53,229,5696,821,0.0,0.7731,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,54,229,2905,475,0.0,0.6606,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,55,229,2655,448,0.0,0.695,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,56,229,2320,368,0.0,0.6469,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,57,229,2242,323,0.0,0.6625,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,58,229,1869,279,0.0,0.6162,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,59,229,2001,302,0.0,0.6462,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,60,229,2444,396,0.0,0.6356,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,61,229,2090,329,0.0,0.5531,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,62,229,723,125,0.0,0.2687,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,63,229,5876,870,0.0,0.7638,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,64,229,5058,754,0.0094,0.705,2,1,0,594.0,756.0,digital,latin,0.0,168,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,65,229,31,3,0.0,0.125,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,66,229,0,0,0.0,0.0,0,1,0,594.0,756.0,blank,unknown,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,67,229,6285,962,0.0,0.7494,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,68,229,5447,872,0.0075,0.7412,1,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,69,229,5241,834,0.0163,0.725,2,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,70,229,5026,756,0.0,0.6575,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,71,229,5867,922,0.0131,0.6663,1,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,72,229,4320,697,0.0,0.5887,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,73,229,3268,513,0.0112,0.58,1,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,74,229,2336,317,0.025,0.7269,4,3,0,594.0,756.0,digital,latin,0.0,378,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,75,229,2076,289,0.0213,0.7306,4,3,0,594.0,756.0,digital,latin,0.0,378,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,76,229,2882,404,0.0213,0.7431,4,3,0,594.0,756.0,digital,latin,0.0,378,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,77,229,1697,231,0.0238,0.6062,4,2,0,594.0,756.0,digital,latin,0.0,378,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,78,229,7171,1060,0.0,0.775,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,79,229,7187,1103,0.0,0.775,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,80,229,7312,1111,0.0,0.7638,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,81,229,7066,1098,0.0,0.7619,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,82,229,7458,1165,0.0,0.775,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,83,229,7109,1084,0.0,0.7738,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,84,229,6121,940,0.0,0.7494,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,85,229,4020,653,0.0,0.6925,0,2,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,86,229,1947,291,0.0,0.7019,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,87,229,1010,167,0.0,0.38,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,88,229,2028,326,0.0,0.7425,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,89,229,1425,224,0.0,0.6575,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,90,229,1521,255,0.0,0.66,0,2,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,91,229,1412,229,0.0,0.7412,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,92,229,2945,483,0.0,0.775,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,93,229,2889,481,0.0,0.6913,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,94,229,1587,249,0.0,0.6425,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,95,229,1669,253,0.0,0.7212,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,96,229,3067,478,0.0,0.7469,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,97,229,2188,330,0.0,0.7137,0,2,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,98,229,1838,271,0.0,0.7094,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,99,229,1967,282,0.0,0.6381,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,100,229,4166,642,0.0,0.7119,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,101,229,4754,695,0.0,0.7163,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,102,229,4057,638,0.0,0.7219,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,103,229,5506,882,0.0,0.7438,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,104,229,3172,504,0.0,0.6906,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,105,229,5057,800,0.0,0.7269,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,106,229,2086,335,0.0,0.6975,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,107,229,2368,398,0.0,0.715,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,108,229,3037,446,0.0,0.77,0,2,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,109,229,3164,468,0.0,0.7338,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,110,229,2835,480,0.0,0.6444,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,111,229,3416,519,0.0,0.7475,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,112,229,2887,463,0.0,0.695,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,113,229,2245,362,0.0,0.6138,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,114,229,2937,483,0.0,0.7244,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,115,229,3634,549,0.0262,0.5162,4,1,0,594.0,756.0,digital,latin,0.0,284,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,116,229,3052,498,0.0,0.6956,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,117,229,46,6,0.0,0.1338,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,118,229,0,0,0.0,0.0,0,1,0,594.0,756.0,blank,unknown,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,119,229,4214,662,0.0,0.6613,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,120,229,4482,712,0.0,0.7338,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,121,229,5313,831,0.0075,0.7312,1,1,0,594.0,756.0,digital,latin,0.0,240,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,122,229,5074,798,0.0,0.7519,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,123,229,2447,368,0.0,0.3513,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,124,229,4704,695,0.0,0.7244,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,125,229,2976,468,0.0125,0.6656,2,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,126,229,2329,420,0.0,0.69,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,127,229,2034,424,0.0,0.6562,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,128,229,779,121,0.0,0.2056,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,129,229,5696,888,0.0,0.7381,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,130,229,4988,802,0.0088,0.6981,1,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,131,229,5023,840,0.0,0.6188,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,132,229,5756,809,0.0187,0.72,2,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,133,229,3373,527,0.0231,0.7175,2,1,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,134,229,1513,231,0.03,0.5381,6,3,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,135,229,1728,268,0.03,0.6044,6,3,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,136,229,1924,298,0.0325,0.6038,6,3,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,137,229,1363,210,0.03,0.4506,6,2,0,594.0,756.0,digital,latin,0.0,150,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,138,229,6382,975,0.0,0.7244,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,139,229,6539,1011,0.0,0.7638,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,140,229,6803,1025,0.0,0.7619,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,141,229,6548,1020,0.0,0.7712,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,142,229,6976,1078,0.0,0.775,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,143,229,6527,1004,0.0,0.7575,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,144,229,5867,911,0.0,0.7588,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,145,229,2163,377,0.0,0.6369,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,146,229,1706,275,0.0,0.7181,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,147,229,1685,301,0.0,0.6919,0,2,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,148,229,1683,273,0.0,0.7575,0,3,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,149,229,3490,525,0.0,0.75,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,150,229,4317,655,0.0,0.7212,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,151,229,4620,728,0.0,0.6806,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,152,229,3648,587,0.0,0.695,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE002L01015_2018,153,229,5557,884,0.0,0.74,0,1,0,594.0,756.0,digital,latin,0.0,,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
